!Header: VOA , dimensions: NSAV_COMM*REG [15*7], description: Value of commodity i output in region r
wht,Asia,imported,comtax,15.307128906
gro,Asia,imported,comtax,227.51806641
osd,Asia,imported,comtax,463.4777832
others,Asia,imported,comtax,2014.796875
Intermediate,Asia,imported,comtax,72690.6875
pdr,Europe,imported,comtax,0.035604000092
wht,Europe,imported,comtax,771.03637695
gro,Europe,imported,comtax,104.07128906
osd,Europe,imported,comtax,49.175140381
others,Europe,imported,comtax,-1347.5390625
Intermediate,Europe,imported,comtax,361510.125
pdr,N_America,imported,comtax,6.32724165916443E-0003
wht,N_America,imported,comtax,0.059854507446
gro,N_America,imported,comtax,18.356323242
osd,N_America,imported,comtax,0.43103027344
others,N_America,imported,comtax,990.16210938
Intermediate,N_America,imported,comtax,81699.625
pdr,Oceania,imported,comtax,0.1097535491
wht,Oceania,imported,comtax,2.2502841949
gro,Oceania,imported,comtax,0.025778412819
osd,Oceania,imported,comtax,0.064125061035
others,Oceania,imported,comtax,40.962890625
Intermediate,Oceania,imported,comtax,13972.15625
pdr,S_America,imported,comtax,0.29493045807
wht,S_America,imported,comtax,7.2436523438
gro,S_America,imported,comtax,16.708496094
osd,S_America,imported,comtax,2.4447860718
others,S_America,imported,comtax,179.97509766
Intermediate,S_America,imported,comtax,25236.484375
wht,ROW,imported,comtax,7.14506022632122E-0005
gro,ROW,imported,comtax,8.03545117378235E-0006
osd,ROW,imported,comtax,1.02842459455132E-0005
others,ROW,imported,comtax,0.025617167354
Intermediate,ROW,imported,comtax,1.9663972855
!Header: SF03, dimensions: TRAD_COMM*REG*DIR*PURCHVALUE [6*7*2*2], description: Cost structure of government - VGA
TRAD_COMM,REG,DIR,PURCHVALUE,Value
pdr,Africa,domestic,mktexp,2.5889589787
wht,Africa,domestic,mktexp,6.2592253685
gro,Africa,domestic,mktexp,4.0675501823
osd,Africa,domestic,mktexp,2.8033261299
others,Africa,domestic,mktexp,34.674098969
Intermediate,Africa,domestic,mktexp,322649.65625
pdr,Asia,domestic,mktexp,105.37770844
wht,Asia,domestic,mktexp,413.82452393
gro,Asia,domestic,mktexp,98.903511047
osd,Asia,domestic,mktexp,3.490571022
others,Asia,domestic,mktexp,1907.0380859
Intermediate,Asia,domestic,mktexp,3286535.5
pdr,Europe,domestic,mktexp,0.41301316023
wht,Europe,domestic,mktexp,49.815460205
gro,Europe,domestic,mktexp,12.329159737
osd,Europe,domestic,mktexp,10.001164436
others,Europe,domestic,mktexp,264.0100708
Intermediate,Europe,domestic,mktexp,4501044
pdr,N_America,domestic,mktexp,3.94888641312718E-0003
wht,N_America,domestic,mktexp,10.547542572
gro,N_America,domestic,mktexp,3.3916969299
osd,N_America,domestic,mktexp,2.5897307396
others,N_America,domestic,mktexp,86.442634583
Intermediate,N_America,domestic,mktexp,3093483.25
pdr,Oceania,domestic,mktexp,5.34349237568676E-0004
wht,Oceania,domestic,mktexp,4.2669577599
gro,Oceania,domestic,mktexp,0.01095508039
osd,Oceania,domestic,mktexp,0.046803936362
others,Oceania,domestic,mktexp,30.732372284
Intermediate,Oceania,domestic,mktexp,287663.5
pdr,S_America,domestic,mktexp,0.14497993886
wht,S_America,domestic,mktexp,0.8894110918
gro,S_America,domestic,mktexp,0.63817471266
osd,S_America,domestic,mktexp,0.8106186986
others,S_America,domestic,mktexp,10.701278687
Intermediate,S_America,domestic,mktexp,811611.5625
pdr,ROW,domestic,mktexp,1.37449776005382E-0008
wht,ROW,domestic,mktexp,2.32744378081406E-0006
gro,ROW,domestic,mktexp,4.82928442124830E-0007
osd,ROW,domestic,mktexp,3.07353559492185E-0007
others,ROW,domestic,mktexp,6.54222731100162E-0006
Intermediate,ROW,domestic,mktexp,32.053852081
pdr,Africa,imported,mktexp,0.030286107212
wht,Africa,imported,mktexp,3.9612424374
gro,Africa,imported,mktexp,0.6124561429
osd,Africa,imported,mktexp,0.029226798564
others,Africa,imported,mktexp,18.902133942
Intermediate,Africa,imported,mktexp,12119.306641
pdr,Asia,imported,mktexp,0.85271430016
wht,Asia,imported,mktexp,42.604377747
gro,Asia,imported,mktexp,59.321483612
osd,Asia,imported,mktexp,2.2941541672
others,Asia,imported,mktexp,289.23629761
Intermediate,Asia,imported,mktexp,99586.273438
pdr,Europe,imported,mktexp,0.18257196248
wht,Europe,imported,mktexp,28.764268875
gro,Europe,imported,mktexp,2.0830647945
osd,Europe,imported,mktexp,1.140637517
others,Europe,imported,mktexp,181.1159668
Intermediate,Europe,imported,mktexp,98882.625
pdr,N_America,imported,mktexp,8.45645146910101E-0004
wht,N_America,imported,mktexp,0.018805742264
gro,N_America,imported,mktexp,0.40628647804
osd,N_America,imported,mktexp,0.040144186467
others,N_America,imported,mktexp,0.99985074997
Intermediate,N_America,imported,mktexp,3300.7399902
pdr,Oceania,imported,mktexp,2.1958978176
wht,Oceania,imported,mktexp,0.045161031187
gro,Oceania,imported,mktexp,1.77392692421563E-0004
osd,Oceania,imported,mktexp,6.88810978317633E-0005
others,Oceania,imported,mktexp,0.064902462065
Intermediate,Oceania,imported,mktexp,2657.2263184
pdr,S_America,imported,mktexp,0.042231425643
wht,S_America,imported,mktexp,0.072667829692
gro,S_America,imported,mktexp,1.4568953514
osd,S_America,imported,mktexp,0.010847779922
others,S_America,imported,mktexp,2.6830313206
Intermediate,S_America,imported,mktexp,5275.2963867
pdr,ROW,imported,mktexp,1.79440089453919E-0008
wht,ROW,imported,mktexp,2.84567221342513E-0007
gro,ROW,imported,mktexp,5.50195977666590E-0007
osd,ROW,imported,mktexp,4.68331222691631E-0008
others,ROW,imported,mktexp,5.66314565730863E-0006
Intermediate,ROW,imported,mktexp,0.67161619663
pdr,Africa,domestic,comtax,6.17980957031250E-0004
wht,Africa,domestic,comtax,6.51359558105469E-0004
gro,Africa,domestic,comtax,0.012346744537
osd,Africa,domestic,comtax,1.19233131408691E-0003
others,Africa,domestic,comtax,0.12554168701
Intermediate,Africa,domestic,comtax,936.375
pdr,Asia,domestic,comtax,1.123550415
wht,Asia,domestic,comtax,-35.03225708
gro,Asia,domestic,comtax,-0.057861328125
osd,Asia,domestic,comtax,2.61425971984863E-0003
others,Asia,domestic,comtax,-51.438964844
Intermediate,Asia,domestic,comtax,16417.75
pdr,Europe,domestic,comtax,-5.41755557060242E-0003
wht,Europe,domestic,comtax,-0.042114257813
gro,Europe,domestic,comtax,0.068148612976
osd,Europe,domestic,comtax,-0.10607051849
others,Europe,domestic,comtax,0.91131591797
Intermediate,Europe,domestic,comtax,4978
wht,N_America,domestic,comtax,-0.47317695618
pdr,Oceania,domestic,comtax,1.16415321826935E-0010
wht,Oceania,domestic,comtax,2.38418579101563E-0006
gro,Oceania,domestic,comtax,3.72529029846191E-0009
osd,Oceania,domestic,comtax,3.72529029846191E-0009
others,Oceania,domestic,comtax,4.19616699218750E-0005
Intermediate,Oceania,domestic,comtax,974.8125
Intermediate,S_America,domestic,comtax,2580
Intermediate,ROW,domestic,comtax,0.63871765137
pdr,Africa,imported,comtax,2.05051153898239E-0004
wht,Africa,imported,comtax,0.056291818619
gro,Africa,imported,comtax,0.023986518383
osd,Africa,imported,comtax,3.13051044940948E-0004
others,Africa,imported,comtax,0.020120620728
Intermediate,Africa,imported,comtax,917.08984375
pdr,Asia,imported,comtax,0.012924909592
wht,Asia,imported,comtax,0.031436920166
gro,Asia,imported,comtax,0.17604446411
osd,Asia,imported,comtax,0.044050216675
others,Asia,imported,comtax,1.2857971191
Intermediate,Asia,imported,comtax,2190.5390625
pdr,Europe,imported,comtax,0.015001103282
wht,Europe,imported,comtax,1.8354854584
gro,Europe,imported,comtax,0.015899658203
osd,Europe,imported,comtax,-0.014280080795
others,Europe,imported,comtax,-13.079971313
Intermediate,Europe,imported,comtax,1008.9765625
pdr,Oceania,imported,comtax,0.18319439888
wht,Oceania,imported,comtax,3.04949283599854E-0003
gro,Oceania,imported,comtax,3.80644632969052E-0006
osd,Oceania,imported,comtax,4.01696161134169E-0006
others,Oceania,imported,comtax,2.86544859409332E-0003
Intermediate,Oceania,imported,comtax,24.559814453
wht,S_America,imported,comtax,7.45058059692383E-0009
gro,S_America,imported,comtax,1.19209289550781E-0007
Intermediate,S_America,imported,comtax,71.1328125
Intermediate,ROW,imported,comtax,0.015407025814
!Header: 0IMB, dimensions: 1 [1], description: Summary measure of imbalances, should be close to zero
Value
17.325025558
!Header: 1TNS, dimensions: 1 [1], description: Summary measure for transport services, should be close to zero
Value
0.1875
!Header: 1TND, dimensions: 1 [1], description: Summary measure for transport services, should be close to zero
Value
2.0156755447
!Header: 1SRP, dimensions: 1 [1], description: Summary measure for economic surplus, should be close to zero
Value
13.73962307
!Header: 1IMP, dimensions: 1 [1], description: Summary measure for excess importation, should be close to zero
Value
1.3822270632
!Header: 2TNS, dimensions: 1 [1], description: Diff btwn ttl supply of trnsprt srvcs & ttl margins, should be close t
Value
0.1875
!Header: 2TND, dimensions: TRAD_COMM*REG*REG [6*7*7], description: Difference between global demand and margins, should be close to zero
TRAD_COMM,REG,REG,Value
pdr,Africa,Africa,4.76837158203125E-0007
wht,Africa,Africa,-6.67572021484375E-0006
gro,Africa,Africa,-1.14440917968750E-0005
osd,Africa,Africa,5.72204589843750E-0005
others,Africa,Africa,-1.00708007812500E-0003
Intermediate,Africa,Africa,-0.0107421875
pdr,Asia,Africa,4.67300415039063E-0005
wht,Asia,Africa,1.46865844726563E-0004
gro,Asia,Africa,-2.02655792236328E-0006
osd,Asia,Africa,2.00271606445313E-0005
others,Asia,Africa,-1.98364257812500E-0004
Intermediate,Asia,Africa,-0.0126953125
pdr,Europe,Africa,8.04662704467773E-0007
wht,Europe,Africa,-2.99072265625000E-0003
gro,Europe,Africa,-4.57763671875000E-0005
osd,Europe,Africa,2.00271606445313E-0004
others,Europe,Africa,-7.62939453125000E-0005
Intermediate,Europe,Africa,-0.0166015625
pdr,N_America,Africa,-4.47034835815430E-0008
wht,N_America,Africa,3.05175781250000E-0005
gro,N_America,Africa,5.34057617187500E-0005
osd,N_America,Africa,-8.39233398437500E-0005
others,N_America,Africa,-1.37329101562500E-0004
Intermediate,N_America,Africa,4.88281250000000E-0004
pdr,Oceania,Africa,-1.54599547386169E-0007
wht,Oceania,Africa,-1.39236450195313E-0004
gro,Oceania,Africa,1.19209289550781E-0006
osd,Oceania,Africa,-5.66244125366211E-0007
others,Oceania,Africa,-2.09808349609375E-0005
Intermediate,Oceania,Africa,-3.35693359375000E-0004
pdr,S_America,Africa,-1.19209289550781E-0007
wht,S_America,Africa,-3.35693359375000E-0004
gro,S_America,Africa,3.05175781250000E-0005
osd,S_America,Africa,-4.50134277343750E-0004
others,S_America,Africa,-2.55584716796875E-0004
Intermediate,S_America,Africa,-9.76562500000000E-0004
wht,ROW,Africa,-5.82076609134674E-0011
gro,ROW,Africa,7.27595761418343E-0012
osd,ROW,Africa,1.45519152283668E-0009
others,ROW,Africa,-8.03265720605850E-0009
Intermediate,ROW,Africa,4.84287738800049E-0008
pdr,Africa,Asia,4.52995300292969E-0006
wht,Africa,Asia,6.55651092529297E-0007
gro,Africa,Asia,1.14440917968750E-0005
osd,Africa,Asia,-8.39233398437500E-0005
others,Africa,Asia,5.55419921875000E-0003
Intermediate,Africa,Asia,0.0146484375
pdr,Asia,Asia,7.32421875000000E-0004
wht,Asia,Asia,-1.23596191406250E-0003
gro,Asia,Asia,4.10461425781250E-0003
osd,Asia,Asia,4.73022460937500E-0004
others,Asia,Asia,9.27734375000000E-0003
Intermediate,Asia,Asia,0.21875
pdr,Europe,Asia,-8.79168510437012E-0007
wht,Europe,Asia,2.51770019531250E-0004
gro,Europe,Asia,-3.35693359375000E-0004
osd,Europe,Asia,1.37329101562500E-0004
others,Europe,Asia,2.19726562500000E-0003
Intermediate,Europe,Asia,0.13671875
pdr,N_America,Asia,1.27792358398438E-0004
wht,N_America,Asia,9.15527343750000E-0004
gro,N_America,Asia,-7.93457031250000E-0004
osd,N_America,Asia,-4.88281250000000E-0004
others,N_America,Asia,3.90625000000000E-0003
Intermediate,N_America,Asia,0.0859375
pdr,Oceania,Asia,3.61353158950806E-0007
wht,Oceania,Asia,7.01904296875000E-0004
gro,Oceania,Asia,-2.28881835937500E-0005
osd,Oceania,Asia,6.48498535156250E-0005
others,Oceania,Asia,6.10351562500000E-0004
Intermediate,Oceania,Asia,0.021484375
pdr,S_America,Asia,3.57627868652344E-0007
wht,S_America,Asia,6.00814819335938E-0005
gro,S_America,Asia,6.10351562500000E-0004
osd,S_America,Asia,1.46484375000000E-0003
others,S_America,Asia,6.10351562500000E-0004
Intermediate,S_America,Asia,0.037109375
wht,ROW,Asia,1.16415321826934E-0008
gro,ROW,Asia,2.09547579288483E-0009
osd,ROW,Asia,-2.60770320892334E-0008
others,ROW,Asia,-8.06525349617004E-0007
Intermediate,ROW,Asia,1.37090682983398E-0006
pdr,Africa,Europe,-1.02445483207702E-0008
wht,Africa,Europe,5.14090061187744E-0007
gro,Africa,Europe,-7.15255737304688E-0006
osd,Africa,Europe,3.81469726562500E-0006
others,Africa,Europe,9.76562500000000E-0004
Intermediate,Africa,Europe,0.03125
pdr,Asia,Europe,-4.95910644531250E-0005
wht,Asia,Europe,1.90734863281250E-0005
gro,Asia,Europe,8.20159912109375E-0005
osd,Asia,Europe,-4.57763671875000E-0005
others,Asia,Europe,2.19726562500000E-0003
Intermediate,Asia,Europe,0.16796875
pdr,Europe,Europe,-2.47955322265625E-0005
wht,Europe,Europe,-1.22070312500000E-0004
gro,Europe,Europe,5.49316406250000E-0004
osd,Europe,Europe,4.88281250000000E-0004
others,Europe,Europe,0.0146484375
Intermediate,Europe,Europe,-0.1953125
pdr,N_America,Europe,-9.53674316406250E-0007
gro,N_America,Europe,1.71661376953125E-0005
osd,N_America,Europe,-8.39233398437500E-0005
others,N_America,Europe,6.10351562500000E-0005
Intermediate,N_America,Europe,9.76562500000000E-0003
pdr,Oceania,Europe,-7.21774995326996E-0009
wht,Oceania,Europe,-4.76837158203125E-0007
gro,Oceania,Europe,3.89814376831055E-0005
osd,Oceania,Europe,2.28881835937500E-0005
others,Oceania,Europe,9.15527343750000E-0005
Intermediate,Oceania,Europe,4.88281250000000E-0004
pdr,S_America,Europe,-4.48226928710938E-0005
gro,S_America,Europe,9.15527343750000E-0005
osd,S_America,Europe,-4.88281250000000E-0004
others,S_America,Europe,3.66210937500000E-0003
Intermediate,S_America,Europe,0.0126953125
wht,ROW,Europe,-5.75091689825058E-0008
gro,ROW,Europe,-3.36905941367149E-0007
osd,ROW,Europe,3.31550836563110E-0007
others,ROW,Europe,1.86264514923096E-0008
Intermediate,ROW,Europe,-1.41263008117675E-0005
pdr,Africa,N_America,2.01631337404251E-0007
wht,Africa,N_America,9.68575477600098E-0007
gro,Africa,N_America,-4.19616699218750E-0005
osd,Africa,N_America,-3.33786010742188E-0006
others,Africa,N_America,-1.20544433593750E-0003
Intermediate,Africa,N_America,2.44140625000000E-0003
pdr,Asia,N_America,-3.81469726562500E-0006
wht,Asia,N_America,4.28408384323120E-0008
gro,Asia,N_America,-1.78813934326172E-0007
osd,Asia,N_America,-1.16348266601562E-0004
others,Asia,N_America,-1.58691406250000E-0003
Intermediate,Asia,N_America,-0.08984375
pdr,Europe,N_America,6.55651092529297E-0007
wht,Europe,N_America,-1.49011611938477E-0007
gro,Europe,N_America,1.19209289550781E-0007
osd,Europe,N_America,-1.21593475341796E-0005
others,Europe,N_America,-1.05285644531250E-0003
Intermediate,Europe,N_America,-0.033203125
pdr,N_America,N_America,7.62939453125000E-0006
wht,N_America,N_America,-2.01416015625000E-0003
gro,N_America,N_America,-0.010101318359
osd,N_America,N_America,2.07519531250000E-0003
others,N_America,N_America,-4.39453125000000E-0003
Intermediate,N_America,N_America,-0.77734375
pdr,Oceania,N_America,-1.69128179550171E-0006
wht,Oceania,N_America,-1.11758708953857E-0007
gro,Oceania,N_America,-2.68220901489258E-0007
osd,Oceania,N_America,-5.24520874023438E-0006
others,Oceania,N_America,-1.44958496093750E-0004
Intermediate,Oceania,N_America,-2.44140625000000E-0004
pdr,S_America,N_America,-1.78813934326172E-0007
wht,S_America,N_America,-3.81842255592346E-0008
gro,S_America,N_America,2.00271606445313E-0005
osd,S_America,N_America,-2.02178955078125E-0004
others,S_America,N_America,-3.90625000000000E-0003
Intermediate,S_America,N_America,-6.83593750000000E-0003
pdr,ROW,N_America,2.45927367359400E-0009
wht,ROW,N_America,-3.25962901115417E-0009
gro,ROW,N_America,-4.65661287307739E-0010
osd,ROW,N_America,9.31322574615479E-0010
others,ROW,N_America,-9.87201929092407E-0008
Intermediate,ROW,N_America,2.08616256713867E-0007
pdr,Africa,Oceania,8.41682776808739E-0008
wht,Africa,Oceania,-5.02914190292358E-0008
gro,Africa,Oceania,-2.65426933765411E-0008
osd,Africa,Oceania,1.49011611938477E-0008
others,Africa,Oceania,-7.15255737304688E-0006
Intermediate,Africa,Oceania,2.74658203125000E-0004
pdr,Asia,Oceania,1.49011611938476E-0006
wht,Asia,Oceania,7.82310962677002E-0008
gro,Asia,Oceania,2.98023223876953E-0008
osd,Asia,Oceania,1.19209289550781E-0006
others,Asia,Oceania,-9.91821289062500E-0005
Intermediate,Asia,Oceania,-5.37109375000000E-0003
pdr,Europe,Oceania,6.54719769954681E-0007
wht,Europe,Oceania,1.09896063804626E-0007
gro,Europe,Oceania,-2.98023223876953E-0007
osd,Europe,Oceania,5.96046447753906E-0008
others,Europe,Oceania,-5.72204589843750E-0006
Intermediate,Europe,Oceania,-2.44140625000000E-0004
pdr,N_America,Oceania,3.20374965667725E-0007
gro,N_America,Oceania,-4.47034835815430E-0007
others,N_America,Oceania,-2.86102294921875E-0004
Intermediate,N_America,Oceania,3.90625000000000E-0003
pdr,Oceania,Oceania,-1.08778476715087E-0006
wht,Oceania,Oceania,-2.28881835937500E-0005
gro,Oceania,Oceania,-5.96046447753906E-0007
osd,Oceania,Oceania,3.57627868652344E-0007
others,Oceania,Oceania,3.81469726562500E-0005
Intermediate,Oceania,Oceania,3.66210937500000E-0004
pdr,S_America,Oceania,-3.75439412891865E-0009
wht,S_America,Oceania,-3.95812094211578E-0009
gro,S_America,Oceania,-1.78813934326172E-0007
osd,S_America,Oceania,7.15255737304688E-0007
others,S_America,Oceania,-1.33514404296875E-0005
Intermediate,S_America,Oceania,-9.15527343750000E-0005
wht,ROW,Oceania,2.91038304567337E-0011
gro,ROW,Oceania,2.91038304567337E-0011
others,ROW,Oceania,-5.82076609134674E-0010
Intermediate,ROW,Oceania,-1.08033418655395E-0007
pdr,Africa,S_America,-1.10885594040155E-0007
wht,Africa,S_America,-2.12341547012329E-0007
gro,Africa,S_America,-3.48314642906189E-0007
osd,Africa,S_America,1.35600566864013E-0006
others,Africa,S_America,3.43322753906250E-0005
Intermediate,Africa,S_America,6.10351562500000E-0004
pdr,Asia,S_America,1.34110450744629E-0007
wht,Asia,S_America,1.05239450931549E-0007
gro,Asia,S_America,3.57627868652344E-0007
osd,Asia,S_America,9.53674316406250E-0007
others,Asia,S_America,1.52587890625000E-0005
Intermediate,Asia,S_America,-6.83593750000000E-0003
pdr,Europe,S_America,-9.31322574615479E-0008
wht,Europe,S_America,2.60621309280396E-0005
gro,Europe,S_America,1.19209289550781E-0006
osd,Europe,S_America,-4.17232513427734E-0007
others,Europe,S_America,8.77380371093750E-0005
Intermediate,Europe,S_America,1.46484375000000E-0003
pdr,N_America,S_America,1.90734863281250E-0006
wht,N_America,S_America,-3.05175781250000E-0004
gro,N_America,S_America,4.57763671875000E-0005
osd,N_America,S_America,3.81469726562500E-0005
others,N_America,S_America,5.18798828125000E-0004
Intermediate,N_America,S_America,0.01171875
pdr,Oceania,S_America,-3.73460352420807E-0007
wht,Oceania,S_America,3.76254320144653E-0007
gro,Oceania,S_America,-2.98023223876953E-0007
osd,Oceania,S_America,-2.53319740295410E-0007
others,Oceania,S_America,1.19209289550781E-0006
Intermediate,Oceania,S_America,5.03540039062500E-0004
pdr,S_America,S_America,5.72204589843750E-0006
wht,S_America,S_America,-1.52587890625000E-0004
gro,S_America,S_America,3.66210937500000E-0004
osd,S_America,S_America,1.90734863281250E-0004
others,S_America,S_America,3.96728515625000E-0004
Intermediate,S_America,S_America,-5.85937500000000E-0003
wht,ROW,S_America,2.91038304567337E-0010
gro,ROW,S_America,8.73114913702011E-0011
osd,ROW,S_America,1.16415321826935E-0010
others,ROW,S_America,1.86264514923096E-0008
Intermediate,ROW,S_America,8.19563865661621E-0008
wht,Africa,ROW,-3.63797880709171E-0011
gro,Africa,ROW,1.74622982740402E-0010
osd,Africa,ROW,-3.49245965480804E-0010
others,Africa,ROW,-6.98491930961609E-0010
Intermediate,Africa,ROW,-2.30967998504639E-0007
pdr,Asia,ROW,-9.62681951932609E-0008
wht,Asia,ROW,9.31322574615479E-0010
gro,Asia,ROW,9.31322574615479E-0010
osd,Asia,ROW,-9.31322574615479E-0010
others,Asia,ROW,-3.16649675369263E-0008
Intermediate,Asia,ROW,-1.07288360595703E-0006
wht,Europe,ROW,-9.31322574615479E-0010
gro,Europe,ROW,-2.92900949716568E-0007
others,Europe,ROW,-3.35276126861572E-0008
Intermediate,Europe,ROW,-5.18560409545898E-0006
pdr,N_America,ROW,-2.91038304567337E-0011
wht,N_America,ROW,-6.98491930961609E-0010
gro,N_America,ROW,2.32830643653870E-0009
osd,N_America,ROW,1.86264514923096E-0009
others,N_America,ROW,2.79396772384644E-0007
Intermediate,N_America,ROW,-3.21865081787109E-0006
wht,Oceania,ROW,-8.73114913702011E-0011
gro,Oceania,ROW,-7.27595761418343E-0011
osd,Oceania,ROW,1.16415321826935E-0010
others,Oceania,ROW,-3.60887497663498E-0009
Intermediate,Oceania,ROW,-1.56462192535400E-0007
wht,S_America,ROW,3.49245965480804E-0010
gro,S_America,ROW,-2.91038304567337E-0010
osd,S_America,ROW,1.16415321826935E-0010
others,S_America,ROW,-8.84756445884705E-0009
Intermediate,S_America,ROW,-5.73694705963135E-0007
!Header: 2SRP, dimensions: REG [7], description: Economic surplus in region s.  This should be close to zero.
REG,Value
Africa,-2.0888671875
Asia,-1.5327148438
Europe,2.7072143555
N_America,6.7472820282
Oceania,0.24752283096
S_America,0.416015625
ROW,7.09295272827148E-0006
!Header: 2IMP, dimensions: TRAD_COMM*REG [6*7], description: Checking the accounting on traded commodities supply and demand
TRAD_COMM,REG,Value
pdr,Africa,1.78478658199310E-0005
wht,Africa,-3.04937362670898E-0004
gro,Africa,8.25107097625732E-0004
osd,Africa,-4.63981181383133E-0004
others,Africa,1.67465209960938E-0003
Intermediate,Africa,-0.119140625
pdr,Asia,4.66585159301758E-0004
wht,Asia,-1.35040283203125E-0003
gro,Asia,0.011524200439
osd,Asia,3.20911407470703E-0003
others,Asia,-1.92260742187500E-0003
Intermediate,Asia,-0.3359375
pdr,Europe,3.68520617485046E-0004
wht,Europe,3.55339050292969E-0003
gro,Europe,7.97510147094727E-0004
osd,Europe,2.88665294647217E-0003
others,Europe,9.03320312500000E-0003
Intermediate,Europe,0.75
pdr,N_America,-1.33556895889341E-0005
wht,N_America,7.10248947143555E-0004
gro,N_America,8.18014144897461E-0004
osd,N_America,5.58633357286453E-0004
others,N_America,2.10237503051758E-0003
Intermediate,N_America,-0.052490234375
pdr,Oceania,6.43730163574219E-0006
wht,Oceania,4.69461083412170E-0005
gro,Oceania,-6.62538514006883E-0006
osd,Oceania,1.14659633254632E-0005
others,Oceania,-2.05196440219879E-0004
Intermediate,Oceania,0.047119140625
pdr,S_America,2.92912125587463E-0004
wht,S_America,-7.07380473613739E-0004
gro,S_America,1.23453140258789E-0003
osd,S_America,1.23289413750172E-0004
others,S_America,5.62429428100586E-0004
Intermediate,S_America,0.03173828125
pdr,ROW,6.61978916127737E-0010
wht,ROW,-2.54267149557563E-0008
gro,ROW,2.16360831473139E-0008
osd,ROW,-5.50568302060128E-0009
others,ROW,-1.94419499166543E-0007
Intermediate,ROW,-2.50339508056641E-0006
!Header: SVOA, dimensions: ENDW_COMM*REG [8*7], description: EVOA bad-sign flag; 1 if negative, else 0
ENDW_COMM,REG,Value
!Header: SVFA, dimensions: ENDW_COMM*PROD_COMM*REG [8*7*7], description: EVFA bad-sign flag; 1 if negative, else 0
ENDW_COMM,PROD_COMM,REG,Value
!Header: SIFA, dimensions: TRAD_COMM*PROD_COMM*REG [6*7*7], description: VIFA bad-sign flag; 1 if negative, else 0
TRAD_COMM,PROD_COMM,REG,Value
!Header: SDFA, dimensions: TRAD_COMM*PROD_COMM*REG [6*7*7], description: VDFA bad-sign flag; 1 if negative, else 0
TRAD_COMM,PROD_COMM,REG,Value
!Header: SIPA, dimensions: TRAD_COMM*REG [6*7], description: VIPA bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SDPA, dimensions: TRAD_COMM*REG [6*7], description: VDPA bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SIGA, dimensions: TRAD_COMM*REG [6*7], description: VIGA bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SDGA, dimensions: TRAD_COMM*REG [6*7], description: VDGA bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SKB , dimensions: REG [7], description: VKB bad-sign flag; 1 if negative, else 0
REG,Value
!Header: SDEP, dimensions: REG [7], description: VDEP bad-sign flag; 1 if negative, else 0
REG,Value
!Header: SXMD, dimensions: TRAD_COMM*REG*REG [6*7*7], description: VXMD bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,REG,Value
!Header: SST , dimensions: MARG_COMM*REG [1*7], description: VST bad-sign flag; 1 if negative, else 0
MARG_COMM,REG,Value
!Header: STWR, dimensions: MARG_COMM*TRAD_COMM*REG*REG [1*6*7*7], description: VTWR bad-sign flag; 1 if negative, else 0
MARG_COMM,TRAD_COMM,REG,REG,Value
!Header: SFM , dimensions: ENDW_COMM*PROD_COMM*REG [8*7*7], description: VFM bad-sign flag; 1 if negative, else 0
ENDW_COMM,PROD_COMM,REG,Value
!Header: SIFM, dimensions: TRAD_COMM*PROD_COMM*REG [6*7*7], description: VIFM bad-sign flag; 1 if negative, else 0
TRAD_COMM,PROD_COMM,REG,Value
!Header: SDFM, dimensions: TRAD_COMM*PROD_COMM*REG [6*7*7], description: VDFM bad-sign flag; 1 if negative, else 0
TRAD_COMM,PROD_COMM,REG,Value
!Header: SIPM, dimensions: TRAD_COMM*REG [6*7], description: VIPM bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SDPM, dimensions: TRAD_COMM*REG [6*7], description: VDPM bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SIGM, dimensions: TRAD_COMM*REG [6*7], description: VIGM bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SDGM, dimensions: TRAD_COMM*REG [6*7], description: VDGM bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,Value
!Header: SIMS, dimensions: TRAD_COMM*REG*REG [6*7*7], description: VIMS bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,REG,Value
!Header: SXWD, dimensions: TRAD_COMM*REG*REG [6*7*7], description: VXWD bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,REG,Value
!Header: SIWS, dimensions: TRAD_COMM*REG*REG [6*7*7], description: VIWS bad-sign flag; 1 if negative, else 0
TRAD_COMM,REG,REG,Value
!Header: SMRY, dimensions: SUMROWS*SUMCOLS*REG [15*14*7], description: Summary producer price flows table
SUMROWS,SUMCOLS,REG,Value
pdr,pdr,Africa,496.0461731
wht,pdr,Africa,0.47415992618
gro,pdr,Africa,0.34208926558
osd,pdr,Africa,0.17587849498
others,pdr,Africa,61.738105774
Intermediate,pdr,Africa,2516.5603027
Land,pdr,Africa,2303.5014648
