!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
NSAV_COMM,REG,Value
gro,Africa,Oceania,exprev,2.2058124542
osd,Africa,Oceania,exprev,2.2626302242
others,Africa,Oceania,exprev,45.143981934
Intermediate,Africa,Oceania,exprev,2485.9299316
pdr,Asia,Oceania,exprev,6.6151232719
wht,Asia,Oceania,exprev,0.78523391485
gro,Asia,Oceania,exprev,1.5677275658
osd,Asia,Oceania,exprev,10.986014366
others,Asia,Oceania,exprev,223.75387573
Intermediate,Asia,Oceania,exprev,66409.304688
pdr,Europe,Oceania,exprev,0.036718711257
wht,Europe,Oceania,exprev,1.4971292019
gro,Europe,Oceania,exprev,0.48103904724
osd,Europe,Oceania,exprev,0.96391928196
others,Europe,Oceania,exprev,128.71087646
Intermediate,Europe,Oceania,exprev,44992.390625
pdr,N_America,Oceania,exprev,0.43843594193
wht,N_America,Oceania,exprev,6.3171143532
gro,N_America,Oceania,exprev,12.569999695
osd,N_America,Oceania,exprev,18.831636429
others,N_America,Oceania,exprev,165.01225281
Intermediate,N_America,Oceania,exprev,25723.740234
pdr,Oceania,Oceania,exprev,5.6478705406
wht,Oceania,Oceania,exprev,25.572422028
gro,Oceania,Oceania,exprev,5.6807351112
osd,Oceania,Oceania,exprev,5.0040230751
others,Oceania,Oceania,exprev,199.12660217
Intermediate,Oceania,Oceania,exprev,12703.879883
pdr,S_America,Oceania,exprev,0.1567350328
wht,S_America,Oceania,exprev,0.063455738127
gro,S_America,Oceania,exprev,0.61048454046
osd,S_America,Oceania,exprev,3.7135720253
others,S_America,Oceania,exprev,67.991905212
Intermediate,S_America,Oceania,exprev,1988.8485107
pdr,ROW,Oceania,exprev,1.15409148904177E-0008
wht,ROW,Oceania,exprev,6.37950259260833E-0004
gro,ROW,Oceania,exprev,5.53147110622376E-0004
osd,ROW,Oceania,exprev,7.10072461515665E-0004
others,ROW,Oceania,exprev,3.31947999075055E-0003
Intermediate,ROW,Oceania,exprev,0.37638035417
pdr,Africa,S_America,exprev,0.38785210252
wht,Africa,S_America,exprev,1.9285869598
gro,Africa,S_America,exprev,8.6446504593
osd,Africa,S_America,exprev,4.846268177
others,Africa,S_America,exprev,83.020057678
Intermediate,Africa,S_America,exprev,8452.4052734
pdr,Asia,S_America,exprev,1.0843898058
wht,Asia,S_America,exprev,0.87988209724
gro,Asia,S_America,exprev,2.7337656021
osd,Asia,S_America,exprev,7.6047706604
others,Asia,S_America,exprev,233.56135559
Intermediate,Asia,S_America,exprev,55301.761719
pdr,Europe,S_America,exprev,0.42992994189
wht,Europe,S_America,exprev,10.205895424
gro,Europe,S_America,exprev,7.0375108719
osd,Europe,S_America,exprev,6.8864102364
others,Europe,S_America,exprev,238.97171021
Intermediate,Europe,S_America,exprev,79353.8125
pdr,N_America,S_America,exprev,179.88816833
wht,N_America,S_America,exprev,1402.2961426
gro,N_America,S_America,exprev,992.10522461
osd,N_America,S_America,exprev,166.83753967
others,N_America,S_America,exprev,959.79486084
Intermediate,N_America,S_America,exprev,78287.226563
pdr,Oceania,S_America,exprev,0.06189699471
wht,Oceania,S_America,exprev,0.73136472702
gro,Oceania,S_America,exprev,18.244541168
osd,Oceania,S_America,exprev,1.1061704159
others,Oceania,S_America,exprev,18.496458054
Intermediate,Oceania,S_America,exprev,2283.0119629
pdr,S_America,S_America,exprev,113.92402649
wht,S_America,S_America,exprev,837.0960083
gro,S_America,S_America,exprev,421.60577393
osd,S_America,S_America,exprev,763.73956299
others,S_America,S_America,exprev,1072.5974121
Intermediate,S_America,S_America,exprev,60347.84375
pdr,ROW,S_America,exprev,2.42940725314611E-0008
wht,ROW,S_America,exprev,6.88634114339948E-0004
gro,ROW,S_America,exprev,5.97269972786307E-0004
osd,ROW,S_America,exprev,7.66154553275555E-0004
others,ROW,S_America,exprev,4.13455069065094E-0003
Intermediate,ROW,S_America,exprev,0.76029545069
pdr,Africa,ROW,exprev,6.71182860969566E-0005
wht,Africa,ROW,exprev,7.07245926605538E-0005
gro,Africa,ROW,exprev,2.22264090552926E-0004
osd,Africa,ROW,exprev,8.73684984981082E-0005
others,Africa,ROW,exprev,1.46377028431743E-0003
Intermediate,Africa,ROW,exprev,0.32819581032
pdr,Asia,ROW,exprev,4.19303723901976E-0005
wht,Asia,ROW,exprev,8.83279182016850E-0003
gro,Asia,ROW,exprev,7.25473044440150E-0003
osd,Asia,ROW,exprev,9.83301643282175E-0003
others,Asia,ROW,exprev,0.057299733162
Intermediate,Asia,ROW,exprev,5.5070085526
pdr,Europe,ROW,exprev,6.42032276232385E-0008
wht,Europe,ROW,exprev,0.011480034329
gro,Europe,ROW,exprev,0.010098678991
osd,Europe,ROW,exprev,0.012685643509
others,Europe,ROW,exprev,0.087003163993
Intermediate,Europe,ROW,exprev,8.0579328537
pdr,N_America,ROW,exprev,8.45775590278208E-0004
wht,N_America,ROW,exprev,0.015407569706
gro,N_America,ROW,exprev,0.013359642588
osd,N_America,ROW,exprev,0.017158823088
others,N_America,ROW,exprev,0.08915887773
Intermediate,N_America,ROW,exprev,7.556438446
pdr,Oceania,ROW,exprev,2.35853642172046E-0010
wht,Oceania,ROW,exprev,6.37771678157151E-0004
gro,Oceania,ROW,exprev,5.52716723177582E-0004
osd,Oceania,ROW,exprev,7.11266067810357E-0004
others,Oceania,ROW,exprev,3.31524387001991E-0003
Intermediate,Oceania,ROW,exprev,0.38333293796
pdr,S_America,ROW,exprev,3.20481575499798E-0007
wht,S_America,ROW,exprev,6.90962886437774E-0004
gro,S_America,ROW,exprev,6.21854327619076E-0004
osd,S_America,ROW,exprev,7.66341108828783E-0004
others,S_America,ROW,exprev,4.21446142718196E-0003
Intermediate,S_America,ROW,exprev,0.74498999119
pdr,ROW,ROW,exprev,1.00000033853575E-0006
wht,ROW,ROW,exprev,1.00001079772482E-0006
gro,ROW,ROW,exprev,1.00001398095628E-0006
osd,ROW,ROW,exprev,1.00000329439353E-0006
others,ROW,ROW,exprev,4.00117687604507E-0006
Intermediate,ROW,ROW,exprev,5.10763857164420E-0005
others,Africa,Africa,xtax,-0.51037597656
Intermediate,Africa,Africa,xtax,592.82226563
others,Asia,Africa,xtax,-6.71386718750000E-0004
Intermediate,Asia,Africa,xtax,867.4140625
gro,Europe,Africa,xtax,-0.66524505615
others,Europe,Africa,xtax,-3.1176757813
Intermediate,Europe,Africa,xtax,31.4140625
Intermediate,N_America,Africa,xtax,40.640625
Intermediate,Oceania,Africa,xtax,3.2827148438
others,S_America,Africa,xtax,-1.52587890625000E-0005
Intermediate,S_America,Africa,xtax,107.62841797
Intermediate,ROW,Africa,xtax,3.23951244354248E-0003
others,Africa,Asia,xtax,-0.38159179688
Intermediate,Africa,Asia,xtax,201.50390625
others,Asia,Asia,xtax,-8.78906250000000E-0003
Intermediate,Asia,Asia,xtax,12239.875
gro,Europe,Asia,xtax,-2.4063720703
others,Europe,Asia,xtax,-9.3576660156
Intermediate,Europe,Asia,xtax,3231.5
Intermediate,N_America,Asia,xtax,897.65625
Intermediate,Oceania,Asia,xtax,163.65625
others,S_America,Asia,xtax,-2.44140625000000E-0004
Intermediate,S_America,Asia,xtax,479.75
Intermediate,ROW,Asia,xtax,0.056005477905
others,Africa,Europe,xtax,-4.3935546875
Intermediate,Africa,Europe,xtax,475.765625
others,Asia,Europe,xtax,-0.3447265625
Intermediate,Asia,Europe,xtax,10672.3125
gro,Europe,Europe,xtax,-4.640625
others,Europe,Europe,xtax,-23.734375
Intermediate,Europe,Europe,xtax,32513.75
Intermediate,N_America,Europe,xtax,864.21875
Intermediate,Oceania,Europe,xtax,55.345703125
others,S_America,Europe,xtax,-0.23828125
Intermediate,S_America,Europe,xtax,836.328125
Intermediate,ROW,Europe,xtax,0.081796646118
others,Africa,N_America,xtax,-0.23962402344
Intermediate,Africa,N_America,xtax,185.4765625
others,Asia,N_America,xtax,-0.047607421875
Intermediate,Asia,N_America,xtax,15690.5
gro,Europe,N_America,xtax,-1.177734375
others,Europe,N_America,xtax,-4.1810302734
Intermediate,Europe,N_America,xtax,1511.3125
Intermediate,N_America,N_America,xtax,-71.0625
Intermediate,Oceania,N_America,xtax,31.74609375
others,S_America,N_America,xtax,-7.81250000000000E-0003
Intermediate,S_America,N_America,xtax,1736.5703125
Intermediate,ROW,N_America,xtax,0.074926376343
others,Africa,Oceania,xtax,-0.036724090576
Intermediate,Africa,Oceania,xtax,34.044189453
others,Asia,Oceania,xtax,-4.27246093750000E-0004
Intermediate,Asia,Oceania,xtax,678.0390625
gro,Europe,Oceania,xtax,-6.19465112686157E-0003
others,Europe,Oceania,xtax,-1.0917739868
Intermediate,Europe,Oceania,xtax,-10.88671875
Intermediate,N_America,Oceania,xtax,68.927734375
Intermediate,Oceania,Oceania,xtax,42.84375
others,S_America,Oceania,xtax,-7.62939453125000E-0006
Intermediate,S_America,Oceania,xtax,21.152954102
Intermediate,ROW,Oceania,xtax,3.89623641967773E-0003
others,Africa,S_America,xtax,-0.044486999512
Intermediate,Africa,S_America,xtax,11.334960938
others,Asia,S_America,xtax,-7.47680664062500E-0004
Intermediate,Asia,S_America,xtax,612.859375
gro,Europe,S_America,xtax,-0.14253044128
others,Europe,S_America,xtax,-0.40747070313
Intermediate,Europe,S_America,xtax,457.4453125
Intermediate,N_America,S_America,xtax,226.1640625
Intermediate,Oceania,S_America,xtax,2.140625
others,S_America,S_America,xtax,-3.66210937500000E-0004
Intermediate,S_America,S_America,xtax,911.79296875
Intermediate,ROW,S_America,xtax,7.48544931411743E-0003
others,Africa,ROW,xtax,-6.13159500062466E-0007
Intermediate,Africa,ROW,xtax,5.98204135894775E-0003
others,Asia,ROW,xtax,-7.45058059692383E-0009
Intermediate,Asia,ROW,xtax,0.06457567215
gro,Europe,ROW,xtax,-2.01820395886898E-0004
others,Europe,ROW,xtax,-2.93494015932083E-0003
Intermediate,Europe,ROW,xtax,0.029166221619
Intermediate,N_America,ROW,xtax,0.018775939941
Intermediate,Oceania,ROW,xtax,1.36822462081909E-0003
Intermediate,S_America,ROW,xtax,0.012797474861
Intermediate,ROW,ROW,xtax,8.51287040859461E-0010
!Header: BI02, dimensions: TRAD_COMM*REG*REG*IMPVALUE [6*7*7*2], description: Decomposition of imports at market prices: VIMS=VIWS+MTAX
TRAD_COMM,REG,REG,IMPVALUE,Value
pdr,Africa,Africa,impcost,18.586175919
wht,Africa,Africa,impcost,61.049976349
gro,Africa,Africa,impcost,309.09890747
osd,Africa,Africa,impcost,117.56300354
others,Africa,Africa,impcost,1548.4056396
Intermediate,Africa,Africa,impcost,30438.251953
pdr,Asia,Africa,impcost,143.81497192
wht,Asia,Africa,impcost,173.09042358
gro,Asia,Africa,impcost,20.774333954
osd,Asia,Africa,impcost,53.513324738
others,Asia,Africa,impcost,594.21826172
Intermediate,Asia,Africa,impcost,72460.945313
pdr,Europe,Africa,impcost,2.2104177475
wht,Europe,Africa,impcost,1341.1650391
gro,Europe,Africa,impcost,134.60919189
osd,Europe,Africa,impcost,42.246265411
others,Europe,Africa,impcost,1001.8250732
Intermediate,Europe,Africa,impcost,125281.875
pdr,N_America,Africa,impcost,73.49181366
wht,N_America,Africa,impcost,2232.6320801
gro,N_America,Africa,impcost,827.55236816
osd,N_America,Africa,impcost,108.30400085
others,N_America,Africa,impcost,282.21954346
Intermediate,N_America,Africa,impcost,23223.835938
pdr,Oceania,Africa,impcost,0.20555926859
wht,Oceania,Africa,impcost,480.77355957
gro,Oceania,Africa,impcost,2.5060346127
osd,Oceania,Africa,impcost,1.0706198215
others,Oceania,Africa,impcost,45.811603546
Intermediate,Oceania,Africa,impcost,3187.3662109
pdr,S_America,Africa,impcost,1.456859827
wht,S_America,Africa,impcost,722.08343506
gro,S_America,Africa,impcost,349.88946533
osd,S_America,Africa,impcost,200.8755188
others,S_America,Africa,impcost,259.17657471
Intermediate,S_America,Africa,impcost,8884.859375
pdr,ROW,Africa,impcost,1.30758417427046E-0008
wht,ROW,Africa,impcost,4.56039288110333E-0007
gro,ROW,Africa,impcost,5.90187653415342E-0007
osd,ROW,Africa,impcost,1.41351932825273E-0007
others,ROW,Africa,impcost,9.08727641217411E-0004
Intermediate,ROW,Africa,impcost,0.35594341159
pdr,Africa,Asia,impcost,34.372413635
wht,Africa,Asia,impcost,17.36652565
gro,Africa,Asia,impcost,31.218873978
osd,Africa,Asia,impcost,268.33236694
others,Africa,Asia,impcost,3547.7836914
Intermediate,Africa,Asia,impcost,61229.390625
pdr,Asia,Asia,impcost,150.42823792
wht,Asia,Asia,impcost,972.93530273
gro,Asia,Asia,impcost,1148.9013672
osd,Asia,Asia,impcost,776.03540039
others,Asia,Asia,impcost,13432.686523
Intermediate,Asia,Asia,impcost,1606414.75
pdr,Europe,Asia,impcost,3.7066578865
wht,Europe,Asia,impcost,655.97088623
gro,Europe,Asia,impcost,768.42376709
osd,Europe,Asia,impcost,366.70065308
others,Europe,Asia,impcost,1836.5795898
Intermediate,Europe,Asia,impcost,607524.25
pdr,N_America,Asia,impcost,76.965209961
wht,N_America,Asia,impcost,4126.6958008
gro,N_America,Asia,impcost,4888.6337891
osd,N_America,Asia,impcost,7537.3476563
others,N_America,Asia,impcost,7527.1494141
Intermediate,N_America,Asia,impcost,343029.59375
pdr,Oceania,Asia,impcost,9.6352996826
wht,Oceania,Asia,impcost,2185.7353516
gro,Oceania,Asia,impcost,757.32012939
osd,Oceania,Asia,impcost,443.93115234
others,Oceania,Asia,impcost,2176.3161621
Intermediate,Oceania,Asia,impcost,78214.59375
pdr,S_America,Asia,impcost,0.73472881317
wht,S_America,Asia,impcost,215.16900635
gro,S_America,Asia,impcost,1062.9443359
osd,S_America,Asia,impcost,5342.2353516
others,S_America,Asia,impcost,2061.9743652
Intermediate,S_America,Asia,impcost,57579.003906
pdr,ROW,Asia,impcost,1.62721391916421E-0007
wht,ROW,Asia,impcost,9.40778665244579E-0003
gro,ROW,Asia,impcost,7.72337568923831E-0003
osd,ROW,Asia,impcost,0.012267163955
others,ROW,Asia,impcost,0.064214512706
Intermediate,ROW,Asia,impcost,5.7268924713
pdr,Africa,Europe,impcost,39.799755096
wht,Africa,Europe,impcost,40.063247681
gro,Africa,Europe,impcost,61.418075562
osd,Africa,Europe,impcost,169.69117737
others,Africa,Europe,impcost,10860.928711
Intermediate,Africa,Europe,impcost,133524.46875
pdr,Asia,Europe,impcost,210.80126953
wht,Asia,Europe,impcost,350.88616943
gro,Asia,Europe,impcost,81.914115906
osd,Asia,Europe,impcost,493.07235718
others,Asia,Europe,impcost,7398.0966797
Intermediate,Asia,Europe,impcost,749060.9375
pdr,Europe,Europe,impcost,202.52912903
wht,Europe,Europe,impcost,4083.0957031
gro,Europe,Europe,impcost,4625.5527344
osd,Europe,Europe,impcost,2366.144043
others,Europe,Europe,impcost,40870.027344
Intermediate,Europe,Europe,impcost,3358555.5
pdr,N_America,Europe,impcost,74.55116272
wht,N_America,Europe,impcost,1206.8215332
gro,N_America,Europe,impcost,336.52996826
osd,N_America,Europe,impcost,2221.369873
others,N_America,Europe,impcost,4400.7783203
Intermediate,N_America,Europe,impcost,371627.25
pdr,Oceania,Europe,impcost,1.1992174387
wht,Oceania,Europe,impcost,172.19432068
gro,Oceania,Europe,impcost,3.1487236023
osd,Oceania,Europe,impcost,101.87997437
others,Oceania,Europe,impcost,1006.4330444
Intermediate,Oceania,Europe,impcost,28839.527344
pdr,S_America,Europe,impcost,17.997703552
wht,S_America,Europe,impcost,157.07380676
gro,S_America,Europe,impcost,729.34680176
osd,S_America,Europe,impcost,4848.0849609
others,S_America,Europe,impcost,11558.231445
Intermediate,S_America,Europe,impcost,91408.859375
pdr,ROW,Europe,impcost,2.34202914839443E-0007
wht,ROW,Europe,impcost,0.01217252668
gro,ROW,Europe,impcost,0.010628845543
osd,ROW,Europe,impcost,0.0158713907
others,ROW,Europe,impcost,0.09609785676
Intermediate,ROW,Europe,impcost,8.3493309021
pdr,Africa,N_America,impcost,2.8411941528
wht,Africa,N_America,impcost,15.110794067
gro,Africa,N_America,impcost,19.251213074
osd,Africa,N_America,impcost,36.087348938
others,Africa,N_America,impcost,1151.5721436
Intermediate,Africa,N_America,impcost,54911.054688
pdr,Asia,N_America,impcost,24.252960205
wht,Asia,N_America,impcost,7.8981895447
gro,Asia,N_America,impcost,11.330098152
osd,Asia,N_America,impcost,134.76037598
others,Asia,N_America,impcost,2346.2744141
Intermediate,Asia,N_America,impcost,717259.25
pdr,Europe,N_America,impcost,0.31920519471
wht,Europe,N_America,impcost,14.089284897
gro,Europe,N_America,impcost,68.441078186
osd,Europe,N_America,impcost,59.561664581
others,Europe,N_America,impcost,1633.2404785
Intermediate,Europe,N_America,impcost,500616.8125
pdr,N_America,N_America,impcost,151.16052246
wht,N_America,N_America,impcost,787.42755127
gro,N_America,N_America,impcost,1693.0662842
osd,N_America,N_America,impcost,1762.1390381
others,N_America,N_America,impcost,9284.9316406
Intermediate,N_America,N_America,impcost,726922.625
pdr,Oceania,N_America,impcost,0.34486949444
wht,Oceania,N_America,impcost,0.20389895141
gro,Oceania,N_America,impcost,9.6723194122
osd,Oceania,N_America,impcost,5.3162608147
others,Oceania,N_America,impcost,339.24664307
Intermediate,Oceania,N_America,impcost,19084.845703
pdr,S_America,N_America,impcost,1.7607585192
wht,S_America,N_America,impcost,3.891890049
gro,S_America,N_America,impcost,109.35028076
osd,S_America,N_America,impcost,399.08248901
others,S_America,N_America,impcost,7682.1191406
Intermediate,S_America,N_America,impcost,121953.72656
pdr,ROW,N_America,impcost,9.10076778382063E-0004
wht,ROW,N_America,impcost,0.016474632546
gro,ROW,N_America,impcost,0.01438381616
osd,ROW,N_America,impcost,0.021484447643
others,ROW,N_America,impcost,0.10206075758
Intermediate,ROW,N_America,impcost,7.6539011002
pdr,Africa,Oceania,impcost,0.32314491272
wht,Africa,Oceania,impcost,1.5920333862
gro,Africa,Oceania,impcost,2.2078197002
osd,Africa,Oceania,impcost,2.4193437099
others,Africa,Oceania,impcost,48.612957001
Intermediate,Africa,Oceania,impcost,2618.0783691
pdr,Asia,Oceania,impcost,7.201341629
wht,Asia,Oceania,impcost,0.78687959909
gro,Asia,Oceania,impcost,1.6091023684
osd,Asia,Oceania,impcost,12.700094223
others,Asia,Oceania,impcost,247.50456238
Intermediate,Asia,Oceania,impcost,70602.164063
pdr,Europe,Oceania,impcost,0.040107749403
wht,Europe,Oceania,impcost,1.5076942444
gro,Europe,Oceania,impcost,0.49499407411
osd,Europe,Oceania,impcost,1.088278532
others,Europe,Oceania,impcost,139.29006958
Intermediate,Europe,Oceania,impcost,46456.640625
pdr,N_America,Oceania,impcost,0.47939556837
wht,N_America,Oceania,impcost,6.8097815514
gro,N_America,Oceania,impcost,13.655269623
osd,N_America,Oceania,impcost,23.938999176
others,N_America,Oceania,impcost,198.745224
Intermediate,N_America,Oceania,impcost,26703.503906
pdr,Oceania,Oceania,impcost,6.1756739616
wht,Oceania,Oceania,impcost,27.577325821
gro,Oceania,Oceania,impcost,6.1778488159
osd,Oceania,Oceania,impcost,6.0799999237
others,Oceania,Oceania,impcost,259.77862549
Intermediate,Oceania,Oceania,impcost,13663.425781
pdr,S_America,Oceania,impcost,0.17089781165
wht,S_America,Oceania,impcost,0.063688799739
gro,S_America,Oceania,impcost,0.62416136265
osd,S_America,Oceania,impcost,4.5572090149
others,S_America,Oceania,impcost,77.099632263
Intermediate,S_America,Oceania,impcost,2092.6647949
pdr,ROW,Oceania,impcost,1.15409148904177E-0008
wht,ROW,Oceania,impcost,6.81911886204034E-0004
gro,ROW,Oceania,impcost,5.95410820096731E-0004
osd,ROW,Oceania,impcost,8.89179238583893E-0004
others,ROW,Oceania,impcost,3.79488896578550E-0003
Intermediate,ROW,Oceania,impcost,0.39252951741
pdr,Africa,S_America,impcost,0.38790801167
wht,Africa,S_America,impcost,1.9306030273
gro,Africa,S_America,impcost,9.1794347763
osd,Africa,S_America,impcost,5.4015154839
others,Africa,S_America,impcost,90.19178009
Intermediate,Africa,S_America,impcost,8855.6699219
pdr,Asia,S_America,impcost,1.1523015499
wht,Asia,S_America,impcost,0.88216972351
gro,Asia,S_America,impcost,2.8692851067
osd,Asia,S_America,impcost,8.7492542267
others,Asia,S_America,impcost,260.21713257
Intermediate,Asia,S_America,impcost,58478.511719
pdr,Europe,S_America,impcost,0.46907439828
wht,Europe,S_America,impcost,10.85479641
gro,Europe,S_America,impcost,7.4743947983
osd,Europe,S_America,impcost,7.954167366
others,Europe,S_America,impcost,266.96350098
Intermediate,Europe,S_America,impcost,82802.171875
pdr,N_America,S_America,impcost,196.69833374
wht,N_America,S_America,impcost,1512.5206299
gro,N_America,S_America,impcost,1078.0216064
osd,N_America,S_America,impcost,219.65504456
others,N_America,S_America,impcost,1104.7724609
Intermediate,N_America,S_America,impcost,82769.234375
pdr,Oceania,S_America,impcost,0.067680813372
wht,Oceania,S_America,impcost,0.78849005699
gro,Oceania,S_America,impcost,19.893455505
osd,Oceania,S_America,impcost,1.2524423599
others,Oceania,S_America,impcost,19.951892853
Intermediate,Oceania,S_America,impcost,2443.2167969
pdr,S_America,S_America,impcost,124.56990814
wht,S_America,S_America,impcost,902.9119873
gro,S_America,S_America,impcost,458.48297119
osd,S_America,S_America,impcost,1008.40625
others,S_America,S_America,impcost,1296.954834
Intermediate,S_America,S_America,impcost,65717
pdr,ROW,S_America,impcost,2.42940725314611E-0008
wht,ROW,S_America,impcost,7.36059970222414E-0004
gro,ROW,S_America,impcost,6.42864033579826E-0004
osd,ROW,S_America,impcost,9.59374941885471E-0004
