!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
Capital,others,N_America,domestic,mktexp,25047.791016
pdr,others,N_America,domestic,mktexp,3.5511419773
wht,others,N_America,domestic,mktexp,18.999828339
gro,others,N_America,domestic,mktexp,61.73469162
osd,others,N_America,domestic,mktexp,2.3829271793
others,others,N_America,domestic,mktexp,1590.060791
Intermediate,others,N_America,domestic,mktexp,39426.472656
Land,Intermediate,N_America,domestic,mktexp,10008.418945
UnSkLab,Intermediate,N_America,domestic,mktexp,5165739
SkLab,Intermediate,N_America,domestic,mktexp,3952735.75
Capital,Intermediate,N_America,domestic,mktexp,4500192.5
NatRes,Intermediate,N_America,domestic,mktexp,85150.320313
pdr,Intermediate,N_America,domestic,mktexp,1723.0314941
wht,Intermediate,N_America,domestic,mktexp,4507.8237305
gro,Intermediate,N_America,domestic,mktexp,46463.222656
osd,Intermediate,N_America,domestic,mktexp,14910.814453
others,Intermediate,N_America,domestic,mktexp,42104.066406
Intermediate,Intermediate,N_America,domestic,mktexp,11320305
pdr,CGDS,N_America,domestic,mktexp,5.66177594009787E-0004
wht,CGDS,N_America,domestic,mktexp,0.32393103838
gro,CGDS,N_America,domestic,mktexp,1.3799217939
osd,CGDS,N_America,domestic,mktexp,0.087478995323
others,CGDS,N_America,domestic,mktexp,7.1993384361
Intermediate,CGDS,N_America,domestic,mktexp,2798417.25
Land,pdr,Oceania,domestic,mktexp,16.529573441
UnSkLab,pdr,Oceania,domestic,mktexp,35.168430328
SkLab,pdr,Oceania,domestic,mktexp,2.089858532
Capital,pdr,Oceania,domestic,mktexp,23.392311096
pdr,pdr,Oceania,domestic,mktexp,0.06896673888
wht,pdr,Oceania,domestic,mktexp,0.98251193762
gro,pdr,Oceania,domestic,mktexp,0.39431005716
osd,pdr,Oceania,domestic,mktexp,0.16892854869
others,pdr,Oceania,domestic,mktexp,1.7085692883
Intermediate,pdr,Oceania,domestic,mktexp,28.605495453
Land,wht,Oceania,domestic,mktexp,342.14398193
UnSkLab,wht,Oceania,domestic,mktexp,778.76281738
SkLab,wht,Oceania,domestic,mktexp,42.100028992
Capital,wht,Oceania,domestic,mktexp,453.32403564
pdr,wht,Oceania,domestic,mktexp,0.07797780633
wht,wht,Oceania,domestic,mktexp,1242.0552979
gro,wht,Oceania,domestic,mktexp,12.233319283
osd,wht,Oceania,domestic,mktexp,5.185605526
others,wht,Oceania,domestic,mktexp,61.383319855
Intermediate,wht,Oceania,domestic,mktexp,1254.0167236
Land,gro,Oceania,domestic,mktexp,317.14675903
UnSkLab,gro,Oceania,domestic,mktexp,730.44293213
SkLab,gro,Oceania,domestic,mktexp,39.029548645
Capital,gro,Oceania,domestic,mktexp,420.37677002
pdr,gro,Oceania,domestic,mktexp,0.066428907216
wht,gro,Oceania,domestic,mktexp,28.126636505
gro,gro,Oceania,domestic,mktexp,261.58071899
osd,gro,Oceania,domestic,mktexp,4.7327957153
others,gro,Oceania,domestic,mktexp,50.48657608
Intermediate,gro,Oceania,domestic,mktexp,943.83441162
Land,osd,Oceania,domestic,mktexp,216.68728638
UnSkLab,osd,Oceania,domestic,mktexp,465.03912354
SkLab,osd,Oceania,domestic,mktexp,24.991575241
Capital,osd,Oceania,domestic,mktexp,269.29415894
pdr,osd,Oceania,domestic,mktexp,0.010746092536
wht,osd,Oceania,domestic,mktexp,7.2143750191
gro,osd,Oceania,domestic,mktexp,3.2429308891
osd,osd,Oceania,domestic,mktexp,15.124060631
others,osd,Oceania,domestic,mktexp,69.357620239
Intermediate,osd,Oceania,domestic,mktexp,332.49285889
Land,others,Oceania,domestic,mktexp,1681.2393799
UnSkLab,others,Oceania,domestic,mktexp,3980.4067383
SkLab,others,Oceania,domestic,mktexp,195.16036987
Capital,others,Oceania,domestic,mktexp,2130.6242676
pdr,others,Oceania,domestic,mktexp,0.11686313152
wht,others,Oceania,domestic,mktexp,47.938751221
gro,others,Oceania,domestic,mktexp,24.275625229
osd,others,Oceania,domestic,mktexp,32.16891098
others,others,Oceania,domestic,mktexp,726.79742432
Intermediate,others,Oceania,domestic,mktexp,4065.5551758
Land,Intermediate,Oceania,domestic,mktexp,3239.5827637
UnSkLab,Intermediate,Oceania,domestic,mktexp,304933.125
SkLab,Intermediate,Oceania,domestic,mktexp,214840.76563
Capital,Intermediate,Oceania,domestic,mktexp,314159.03125
NatRes,Intermediate,Oceania,domestic,mktexp,13497.421875
pdr,Intermediate,Oceania,domestic,mktexp,43.465587616
wht,Intermediate,Oceania,domestic,mktexp,2001.0484619
gro,Intermediate,Oceania,domestic,mktexp,2125.3300781
osd,Intermediate,Oceania,domestic,mktexp,1035.1583252
others,Intermediate,Oceania,domestic,mktexp,5415.1391602
Intermediate,Intermediate,Oceania,domestic,mktexp,905461.8125
pdr,CGDS,Oceania,domestic,mktexp,2.44720297359891E-0007
wht,CGDS,Oceania,domestic,mktexp,0.18785625696
gro,CGDS,Oceania,domestic,mktexp,0.24959076941
osd,CGDS,Oceania,domestic,mktexp,2.19404301606119E-0003
others,CGDS,Oceania,domestic,mktexp,10.624603271
Intermediate,CGDS,Oceania,domestic,mktexp,214266.51563
Land,pdr,S_America,domestic,mktexp,1102.1330566
UnSkLab,pdr,S_America,domestic,mktexp,1601.7921143
SkLab,pdr,S_America,domestic,mktexp,32.931098938
Capital,pdr,S_America,domestic,mktexp,1838.4056396
pdr,pdr,S_America,domestic,mktexp,685.76220703
wht,pdr,S_America,domestic,mktexp,0.32258442044
gro,pdr,S_America,domestic,mktexp,1.4158625603
osd,pdr,S_America,domestic,mktexp,1.9708378315
others,pdr,S_America,domestic,mktexp,171.62547302
Intermediate,pdr,S_America,domestic,mktexp,2065.2189941
Land,wht,S_America,domestic,mktexp,1124.0957031
UnSkLab,wht,S_America,domestic,mktexp,1704.3916016
SkLab,wht,S_America,domestic,mktexp,38.248981476
Capital,wht,S_America,domestic,mktexp,1272.2630615
pdr,wht,S_America,domestic,mktexp,0.23126485944
wht,wht,S_America,domestic,mktexp,387.67358398
gro,wht,S_America,domestic,mktexp,1.8249701262
osd,wht,S_America,domestic,mktexp,0.81720602512
others,wht,S_America,domestic,mktexp,11.22736454
Intermediate,wht,S_America,domestic,mktexp,2466.4025879
Land,gro,S_America,domestic,mktexp,2692.8027344
UnSkLab,gro,S_America,domestic,mktexp,3925.7175293
SkLab,gro,S_America,domestic,mktexp,91.088050842
Capital,gro,S_America,domestic,mktexp,4724.5019531
pdr,gro,S_America,domestic,mktexp,1.3176698685
wht,gro,S_America,domestic,mktexp,0.19925746322
gro,gro,S_America,domestic,mktexp,1513.5040283
osd,gro,S_America,domestic,mktexp,13.859777451
others,gro,S_America,domestic,mktexp,216.40464783
Intermediate,gro,S_America,domestic,mktexp,6654.9477539
Land,osd,S_America,domestic,mktexp,3956.6850586
UnSkLab,osd,S_America,domestic,mktexp,5588.8261719
SkLab,osd,S_America,domestic,mktexp,151.39761353
Capital,osd,S_America,domestic,mktexp,7854.8657227
pdr,osd,S_America,domestic,mktexp,1.0659997463
wht,osd,S_America,domestic,mktexp,1.4960833788
gro,osd,S_America,domestic,mktexp,5.1821522713
osd,osd,S_America,domestic,mktexp,1677.5595703
others,osd,S_America,domestic,mktexp,71.164009094
Intermediate,osd,S_America,domestic,mktexp,8909.9970703
Land,others,S_America,domestic,mktexp,15245.630859
UnSkLab,others,S_America,domestic,mktexp,22259.982422
SkLab,others,S_America,domestic,mktexp,457.02700806
Capital,others,S_America,domestic,mktexp,28990.990234
pdr,others,S_America,domestic,mktexp,24.218317032
wht,others,S_America,domestic,mktexp,47.996929169
gro,others,S_America,domestic,mktexp,44.269821167
osd,others,S_America,domestic,mktexp,19.058097839
others,others,S_America,domestic,mktexp,6891.1083984
Intermediate,others,S_America,domestic,mktexp,28943.183594
Land,Intermediate,S_America,domestic,mktexp,10353.706055
UnSkLab,Intermediate,S_America,domestic,mktexp,740580.375
SkLab,Intermediate,S_America,domestic,mktexp,374103.9375
Capital,Intermediate,S_America,domestic,mktexp,1063338.375
NatRes,Intermediate,S_America,domestic,mktexp,45919.261719
pdr,Intermediate,S_America,domestic,mktexp,7142.0444336
wht,Intermediate,S_America,domestic,mktexp,4687.6738281
gro,Intermediate,S_America,domestic,mktexp,10351.50293
osd,Intermediate,S_America,domestic,mktexp,17032.736328
others,Intermediate,S_America,domestic,mktexp,37189.839844
Intermediate,Intermediate,S_America,domestic,mktexp,1852201.375
pdr,CGDS,S_America,domestic,mktexp,1.7333759069
wht,CGDS,S_America,domestic,mktexp,28.326723099
gro,CGDS,S_America,domestic,mktexp,64.80871582
osd,CGDS,S_America,domestic,mktexp,120.25540161
others,CGDS,S_America,domestic,mktexp,4213.581543
Intermediate,CGDS,S_America,domestic,mktexp,431440.90625
Land,pdr,ROW,domestic,mktexp,8.02760012447834E-0004
UnSkLab,pdr,ROW,domestic,mktexp,2.41835368797183E-0003
SkLab,pdr,ROW,domestic,mktexp,7.94102670624852E-0005
Capital,pdr,ROW,domestic,mktexp,1.22583284974098E-0003
pdr,pdr,ROW,domestic,mktexp,4.74186119390652E-0004
wht,pdr,ROW,domestic,mktexp,6.72734472573211E-0008
gro,pdr,ROW,domestic,mktexp,6.59389769452901E-0008
osd,pdr,ROW,domestic,mktexp,2.40035297194297E-0010
others,pdr,ROW,domestic,mktexp,2.13851376429375E-0006
Intermediate,pdr,ROW,domestic,mktexp,4.30147955194116E-0003
Land,wht,ROW,domestic,mktexp,7.94945564121008E-0003
UnSkLab,wht,ROW,domestic,mktexp,0.023939214647
SkLab,wht,ROW,domestic,mktexp,7.86372344009578E-0004
Capital,wht,ROW,domestic,mktexp,0.012138999067
pdr,wht,ROW,domestic,mktexp,3.20156487987333E-0007
wht,wht,ROW,domestic,mktexp,4.55403514206409E-0003
gro,wht,ROW,domestic,mktexp,2.89116025669500E-0004
osd,wht,ROW,domestic,mktexp,1.23875549817853E-0008
others,wht,ROW,domestic,mktexp,8.57713457662612E-0004
Intermediate,wht,ROW,domestic,mktexp,0.039964642376
Land,gro,ROW,domestic,mktexp,9.48494113981724E-0003
UnSkLab,gro,ROW,domestic,mktexp,0.028563028201
SkLab,gro,ROW,domestic,mktexp,9.38265060540289E-0004
Capital,gro,ROW,domestic,mktexp,0.014483720064
pdr,gro,ROW,domestic,mktexp,1.93918587854114E-0008
wht,gro,ROW,domestic,mktexp,4.02799400035292E-0004
gro,gro,ROW,domestic,mktexp,5.61620527878404E-0003
osd,gro,ROW,domestic,mktexp,3.33561480658773E-0008
others,gro,ROW,domestic,mktexp,8.63726716488600E-0004
Intermediate,gro,ROW,domestic,mktexp,0.057846710086
Land,osd,ROW,domestic,mktexp,0.014592410997
UnSkLab,osd,ROW,domestic,mktexp,0.043943166733
SkLab,osd,ROW,domestic,mktexp,1.44350389018654E-0003
Capital,osd,ROW,domestic,mktexp,0.02228294313
pdr,osd,ROW,domestic,mktexp,1.06878506045404E-0008
wht,osd,ROW,domestic,mktexp,7.47516253341018E-0007
gro,osd,ROW,domestic,mktexp,1.10807297915016E-0006
osd,osd,ROW,domestic,mktexp,9.99530125409365E-0003
others,osd,ROW,domestic,mktexp,2.70811233349377E-0005
Intermediate,osd,ROW,domestic,mktexp,0.05606071651
Land,others,ROW,domestic,mktexp,0.11265286058
UnSkLab,others,ROW,domestic,mktexp,0.33923593163
SkLab,others,ROW,domestic,mktexp,0.011143796146
Capital,others,ROW,domestic,mktexp,0.17202350497
pdr,others,ROW,domestic,mktexp,8.67323069542181E-0006
wht,others,ROW,domestic,mktexp,1.61115697119385E-0003
gro,others,ROW,domestic,mktexp,1.60238821990788E-0003
osd,others,ROW,domestic,mktexp,2.26914175982529E-0006
others,others,ROW,domestic,mktexp,0.039138887078
Intermediate,others,ROW,domestic,mktexp,0.71745246649
Land,Intermediate,ROW,domestic,mktexp,0.20221337676
UnSkLab,Intermediate,ROW,domestic,mktexp,25.65480423
SkLab,Intermediate,ROW,domestic,mktexp,14.561728477
Capital,Intermediate,ROW,domestic,mktexp,48.500530243
NatRes,Intermediate,ROW,domestic,mktexp,1.687229991
pdr,Intermediate,ROW,domestic,mktexp,0.012135301717
wht,Intermediate,ROW,domestic,mktexp,0.04979185015
gro,Intermediate,ROW,domestic,mktexp,0.080991126597
osd,Intermediate,ROW,domestic,mktexp,0.12490924448
others,Intermediate,ROW,domestic,mktexp,0.77483707666
Intermediate,Intermediate,ROW,domestic,mktexp,101.85865021
pdr,CGDS,ROW,domestic,mktexp,8.49142379593104E-0005
wht,CGDS,ROW,domestic,mktexp,6.18621066678315E-0004
gro,CGDS,ROW,domestic,mktexp,6.49580790195614E-0004
osd,CGDS,ROW,domestic,mktexp,1.38714117929339E-0003
others,CGDS,ROW,domestic,mktexp,0.024328419939
Intermediate,CGDS,ROW,domestic,mktexp,23.78352356
pdr,pdr,Africa,imported,mktexp,0.30919992924
wht,pdr,Africa,imported,mktexp,0.36693617702
gro,pdr,Africa,imported,mktexp,0.057177063078
osd,pdr,Africa,imported,mktexp,4.01440588757396E-0003
others,pdr,Africa,imported,mktexp,3.1063182354
Intermediate,pdr,Africa,imported,mktexp,569.0402832
pdr,wht,Africa,imported,mktexp,0.44941592216
wht,wht,Africa,imported,mktexp,734.19989014
gro,wht,Africa,imported,mktexp,0.01787382178
osd,wht,Africa,imported,mktexp,5.2111535072
others,wht,Africa,imported,mktexp,114.63304901
Intermediate,wht,Africa,imported,mktexp,651.19842529
pdr,gro,Africa,imported,mktexp,1.0063328743
wht,gro,Africa,imported,mktexp,3.3593463898
gro,gro,Africa,imported,mktexp,18.757011414
osd,gro,Africa,imported,mktexp,0.83213126659
others,gro,Africa,imported,mktexp,32.109783173
Intermediate,gro,Africa,imported,mktexp,1832.4971924
pdr,osd,Africa,imported,mktexp,6.16070441901684E-0003
wht,osd,Africa,imported,mktexp,1.3348737955
gro,osd,Africa,imported,mktexp,0.035794992
osd,osd,Africa,imported,mktexp,16.500492096
others,osd,Africa,imported,mktexp,4.6850852966
Intermediate,osd,Africa,imported,mktexp,634.47302246
pdr,others,Africa,imported,mktexp,0.77470451593
wht,others,Africa,imported,mktexp,62.382816315
gro,others,Africa,imported,mktexp,2.0886688232
osd,others,Africa,imported,mktexp,1.0746133327
others,others,Africa,imported,mktexp,190.05441284
Intermediate,others,Africa,imported,mktexp,7232.4013672
pdr,Intermediate,Africa,imported,mktexp,44.908195496
wht,Intermediate,Africa,imported,mktexp,3655.0361328
gro,Intermediate,Africa,imported,mktexp,1365.8203125
osd,Intermediate,Africa,imported,mktexp,807.72546387
others,Intermediate,Africa,imported,mktexp,3003.6323242
Intermediate,Intermediate,Africa,imported,mktexp,269177.3125
pdr,CGDS,Africa,imported,mktexp,1.53180921915918E-0003
wht,CGDS,Africa,imported,mktexp,0.1145119518
gro,CGDS,Africa,imported,mktexp,0.75979417562
osd,CGDS,Africa,imported,mktexp,0.036175426096
others,CGDS,Africa,imported,mktexp,24.920303345
Intermediate,CGDS,Africa,imported,mktexp,70487.117188
pdr,pdr,Asia,imported,mktexp,49.326393127
wht,pdr,Asia,imported,mktexp,1.1805963516
gro,pdr,Asia,imported,mktexp,5.7941713333
osd,pdr,Asia,imported,mktexp,31.5287323
others,pdr,Asia,imported,mktexp,38.288589478
Intermediate,pdr,Asia,imported,mktexp,4674.5834961
pdr,wht,Asia,imported,mktexp,0.16952906549
wht,wht,Asia,imported,mktexp,319.0803833
gro,wht,Asia,imported,mktexp,0.36725106835
osd,wht,Asia,imported,mktexp,9.0008020401
others,wht,Asia,imported,mktexp,81.23084259
Intermediate,wht,Asia,imported,mktexp,2525.0822754
pdr,gro,Asia,imported,mktexp,2.1911981106
wht,gro,Asia,imported,mktexp,6.6004037857
gro,gro,Asia,imported,mktexp,24.510911942
osd,gro,Asia,imported,mktexp,9.6534023285
others,gro,Asia,imported,mktexp,16.484012604
Intermediate,gro,Asia,imported,mktexp,1661.9476318
pdr,osd,Asia,imported,mktexp,3.4758658409
wht,osd,Asia,imported,mktexp,3.5656251907
gro,osd,Asia,imported,mktexp,1.5361866951
osd,osd,Asia,imported,mktexp,202.02857971
others,osd,Asia,imported,mktexp,11.003265381
Intermediate,osd,Asia,imported,mktexp,1474.7895508
pdr,others,Asia,imported,mktexp,71.535713196
wht,others,Asia,imported,mktexp,305.48083496
gro,others,Asia,imported,mktexp,10.251482964
osd,others,Asia,imported,mktexp,289.68234253
others,others,Asia,imported,mktexp,1592.1956787
Intermediate,others,Asia,imported,mktexp,17160.859375
pdr,Intermediate,Asia,imported,mktexp,294.26727295
wht,Intermediate,Asia,imported,mktexp,8770.4169922
gro,Intermediate,Asia,imported,mktexp,9411.7080078
osd,Intermediate,Asia,imported,mktexp,20888.910156
others,Intermediate,Asia,imported,mktexp,25080.285156
Intermediate,Intermediate,Asia,imported,mktexp,3130364
pdr,CGDS,Asia,imported,mktexp,0.55876713991
wht,CGDS,Asia,imported,mktexp,103.69270325
gro,CGDS,Asia,imported,mktexp,130.18754578
osd,CGDS,Asia,imported,mktexp,38.540100098
others,CGDS,Asia,imported,mktexp,479.28924561
Intermediate,CGDS,Asia,imported,mktexp,461104.8125
pdr,pdr,Europe,imported,mktexp,2.1201968193
wht,pdr,Europe,imported,mktexp,0.22776049376
gro,pdr,Europe,imported,mktexp,0.2714908123
osd,pdr,Europe,imported,mktexp,0.023988258094
others,pdr,Europe,imported,mktexp,0.66734337807
Intermediate,pdr,Europe,imported,mktexp,119.97180176
pdr,wht,Europe,imported,mktexp,0.17859381437
wht,wht,Europe,imported,mktexp,315.11077881
gro,wht,Europe,imported,mktexp,0.1368226856
osd,wht,Europe,imported,mktexp,0.40195578337
others,wht,Europe,imported,mktexp,12.039027214
Intermediate,wht,Europe,imported,mktexp,4331.2099609
pdr,gro,Europe,imported,mktexp,6.00442755967379E-0003
wht,gro,Europe,imported,mktexp,0.4155690372
gro,gro,Europe,imported,mktexp,115.92011261
osd,gro,Europe,imported,mktexp,0.44707259536
others,gro,Europe,imported,mktexp,19.627918243
Intermediate,gro,Europe,imported,mktexp,4667.6967773
pdr,osd,Europe,imported,mktexp,9.29633562918752E-0004
wht,osd,Europe,imported,mktexp,0.1397395581
gro,osd,Europe,imported,mktexp,0.037724468857
osd,osd,Europe,imported,mktexp,235.20742798
others,osd,Europe,imported,mktexp,8.8776044846
Intermediate,osd,Europe,imported,mktexp,2449.8039551
pdr,others,Europe,imported,mktexp,0.12077048421
wht,others,Europe,imported,mktexp,25.235198975
gro,others,Europe,imported,mktexp,4.5558319092
osd,others,Europe,imported,mktexp,3.5798480511
others,others,Europe,imported,mktexp,4018.9875488
Intermediate,others,Europe,imported,mktexp,18564.564453
pdr,Intermediate,Europe,imported,mktexp,687.57171631
wht,Intermediate,Europe,imported,mktexp,5882.7651367
gro,Intermediate,Europe,imported,mktexp,9010.6083984
osd,Intermediate,Europe,imported,mktexp,10493.639648
others,Intermediate,Europe,imported,mktexp,41534.21875
Intermediate,Intermediate,Europe,imported,mktexp,4416981
pdr,CGDS,Europe,imported,mktexp,3.35463555529714E-0004
wht,CGDS,Europe,imported,mktexp,0.074175298214
gro,CGDS,Europe,imported,mktexp,10.467795372
osd,CGDS,Europe,imported,mktexp,5.90241560712457E-0003
others,CGDS,Europe,imported,mktexp,735.28466797
Intermediate,CGDS,Europe,imported,mktexp,750691.5625
pdr,pdr,N_America,imported,mktexp,0.36322787404
wht,pdr,N_America,imported,mktexp,3.6809403896
gro,pdr,N_America,imported,mktexp,2.03679883270524E-0004
osd,pdr,N_America,imported,mktexp,1.88904982678650E-0006
others,pdr,N_America,imported,mktexp,0.057822253555
Intermediate,pdr,N_America,imported,mktexp,121.54684448
pdr,wht,N_America,imported,mktexp,1.9497206211
wht,wht,N_America,imported,mktexp,19.92064476
gro,wht,N_America,imported,mktexp,0.021452439949
osd,wht,N_America,imported,mktexp,1.55572453513741E-0003
others,wht,N_America,imported,mktexp,0.66683971882
Intermediate,wht,N_America,imported,mktexp,1184.3299561
pdr,gro,N_America,imported,mktexp,0.041766360402
wht,gro,N_America,imported,mktexp,0.012932185084
gro,gro,N_America,imported,mktexp,51.374954224
osd,gro,N_America,imported,mktexp,0.012531970628
others,gro,N_America,imported,mktexp,156.40130615
Intermediate,gro,N_America,imported,mktexp,3985.1765137
pdr,osd,N_America,imported,mktexp,0.031325418502
wht,osd,N_America,imported,mktexp,0.012673943304
gro,osd,N_America,imported,mktexp,0.013084388338
osd,osd,N_America,imported,mktexp,57.670593262
others,osd,N_America,imported,mktexp,1.0734119415
Intermediate,osd,N_America,imported,mktexp,1428.2609863
pdr,others,N_America,imported,mktexp,0.33139693737
wht,others,N_America,imported,mktexp,0.068518891931
gro,others,N_America,imported,mktexp,0.026907175779
osd,others,N_America,imported,mktexp,3.04445810616016E-0003
others,others,N_America,imported,mktexp,331.13876343
Intermediate,others,N_America,imported,mktexp,4233.4360352
pdr,Intermediate,N_America,imported,mktexp,288.17224121
wht,Intermediate,N_America,imported,mktexp,1418.9731445
gro,Intermediate,N_America,imported,mktexp,2894.6052246
osd,Intermediate,N_America,imported,mktexp,2999.1789551
others,Intermediate,N_America,imported,mktexp,16003.071289
Intermediate,Intermediate,N_America,imported,mktexp,1778002.875
pdr,CGDS,N_America,imported,mktexp,1.67788832914084E-0003
wht,CGDS,N_America,imported,mktexp,0.018497951329
gro,CGDS,N_America,imported,mktexp,22.523239136
osd,CGDS,N_America,imported,mktexp,8.64747352898121E-0003
others,CGDS,N_America,imported,mktexp,6.7469320297
Intermediate,CGDS,N_America,imported,mktexp,404333.4375
pdr,pdr,Oceania,imported,mktexp,7.55761400796473E-0004
wht,pdr,Oceania,imported,mktexp,0.020374309272
gro,pdr,Oceania,imported,mktexp,2.31883535161614E-0003
osd,pdr,Oceania,imported,mktexp,4.35987208038568E-0003
others,pdr,Oceania,imported,mktexp,0.034482121468
Intermediate,pdr,Oceania,imported,mktexp,3.6648907661
pdr,wht,Oceania,imported,mktexp,0.030460007489
wht,wht,Oceania,imported,mktexp,1.3861191273
gro,wht,Oceania,imported,mktexp,0.067114911973
osd,wht,Oceania,imported,mktexp,0.12455637008
others,wht,Oceania,imported,mktexp,0.99154257774
Intermediate,wht,Oceania,imported,mktexp,140.14785767
pdr,gro,Oceania,imported,mktexp,0.014544136822
wht,gro,Oceania,imported,mktexp,1.404545784
gro,gro,Oceania,imported,mktexp,0.083124279976
osd,gro,Oceania,imported,mktexp,0.11859211326
others,gro,Oceania,imported,mktexp,0.94621425867
Intermediate,gro,Oceania,imported,mktexp,115.258255
pdr,osd,Oceania,imported,mktexp,0.05700712651
wht,osd,Oceania,imported,mktexp,0.023755714297
gro,osd,Oceania,imported,mktexp,2.78436089865863E-0003
osd,osd,Oceania,imported,mktexp,0.32097581029
others,osd,Oceania,imported,mktexp,1.8479264975
Intermediate,osd,Oceania,imported,mktexp,57.590942383
pdr,others,Oceania,imported,mktexp,0.38603764772
wht,others,Oceania,imported,mktexp,0.17267857492
gro,others,Oceania,imported,mktexp,0.025519287214
osd,others,Oceania,imported,mktexp,1.1312124729
others,others,Oceania,imported,mktexp,18.514446259
Intermediate,others,Oceania,imported,mktexp,497.04046631
pdr,Intermediate,Oceania,imported,mktexp,14.704548836
wht,Intermediate,Oceania,imported,mktexp,60.260238647
gro,Intermediate,Oceania,imported,mktexp,26.138809204
osd,Intermediate,Oceania,imported,mktexp,78.085235596
others,Intermediate,Oceania,imported,mktexp,821.47052002
Intermediate,Intermediate,Oceania,imported,mktexp,127615.77344
pdr,CGDS,Oceania,imported,mktexp,1.86934121302329E-0005
wht,CGDS,Oceania,imported,mktexp,2.68775445874780E-0004
gro,CGDS,Oceania,imported,mktexp,0.23980902135
osd,CGDS,Oceania,imported,mktexp,5.28650925843976E-0005
others,CGDS,Oceania,imported,mktexp,0.242143929
Intermediate,CGDS,Oceania,imported,mktexp,42990.613281
pdr,pdr,S_America,imported,mktexp,10.919833183
wht,pdr,S_America,imported,mktexp,1.2629472017
gro,pdr,S_America,imported,mktexp,4.2305002213
osd,pdr,S_America,imported,mktexp,0.071242958307
others,pdr,S_America,imported,mktexp,40.549869537
Intermediate,pdr,S_America,imported,mktexp,379.7973938
pdr,wht,S_America,imported,mktexp,0.034793432802
wht,wht,S_America,imported,mktexp,85.200256348
gro,wht,S_America,imported,mktexp,0.5516731739
osd,wht,S_America,imported,mktexp,0.11723651737
others,wht,S_America,imported,mktexp,0.61177325249
Intermediate,wht,S_America,imported,mktexp,459.28671265
pdr,gro,S_America,imported,mktexp,12.351899147
wht,gro,S_America,imported,mktexp,0.96879547834
gro,gro,S_America,imported,mktexp,99.421409607
osd,gro,S_America,imported,mktexp,0.25428432226
others,gro,S_America,imported,mktexp,33.548057556
Intermediate,gro,S_America,imported,mktexp,942.31219482
pdr,osd,S_America,imported,mktexp,0.021860765293
wht,osd,S_America,imported,mktexp,0.69787633419
gro,osd,S_America,imported,mktexp,0.97594964504
osd,osd,S_America,imported,mktexp,116.377388
others,osd,S_America,imported,mktexp,2.1297271252
Intermediate,osd,S_America,imported,mktexp,1310.6612549
pdr,others,S_America,imported,mktexp,3.0585062504
wht,others,S_America,imported,mktexp,31.06612587
gro,others,S_America,imported,mktexp,11.4823246
osd,others,S_America,imported,mktexp,15.728030205
others,others,S_America,imported,mktexp,193.79309082
Intermediate,others,S_America,imported,mktexp,3931.3908691
pdr,Intermediate,S_America,imported,mktexp,356.68218994
wht,Intermediate,S_America,imported,mktexp,3461.217041
gro,Intermediate,S_America,imported,mktexp,2636.3908691
osd,Intermediate,S_America,imported,mktexp,1070.4573975
others,Intermediate,S_America,imported,mktexp,1787.5853271
Intermediate,Intermediate,S_America,imported,mktexp,323312.875
pdr,CGDS,S_America,imported,mktexp,6.32070889696479E-0003
wht,CGDS,S_America,imported,mktexp,24.996009827
gro,CGDS,S_America,imported,mktexp,0.65585374832
osd,CGDS,S_America,imported,mktexp,2.9119746685
others,CGDS,S_America,imported,mktexp,57.753036499
Intermediate,CGDS,S_America,imported,mktexp,93533.570313
pdr,pdr,ROW,imported,mktexp,2.41255998844281E-0004
wht,pdr,ROW,imported,mktexp,7.85195481967094E-0008
gro,pdr,ROW,imported,mktexp,1.28744687799554E-0007
osd,pdr,ROW,imported,mktexp,1.21010529596788E-0007
others,pdr,ROW,imported,mktexp,3.83149308618158E-0005
Intermediate,pdr,ROW,imported,mktexp,2.04005918931216E-0004
pdr,wht,ROW,imported,mktexp,1.11516278877843E-0007
wht,wht,ROW,imported,mktexp,4.61843155790120E-0004
gro,wht,ROW,imported,mktexp,7.92538088489891E-0008
osd,wht,ROW,imported,mktexp,3.54157397852717E-0010
others,wht,ROW,imported,mktexp,1.27675265915172E-0008
Intermediate,wht,ROW,imported,mktexp,6.94374041631818E-0003
pdr,gro,ROW,imported,mktexp,2.35160719022631E-0012
wht,gro,ROW,imported,mktexp,9.18028352316469E-0004
gro,gro,ROW,imported,mktexp,2.67077772878110E-0003
osd,gro,ROW,imported,mktexp,1.26421678681155E-0010
others,gro,ROW,imported,mktexp,1.86869816388935E-0004
Intermediate,gro,ROW,imported,mktexp,7.45025463402271E-0003
pdr,osd,ROW,imported,mktexp,9.73663098931266E-0013
wht,osd,ROW,imported,mktexp,9.42439612572343E-0007
gro,osd,ROW,imported,mktexp,7.70634833724415E-0010
osd,osd,ROW,imported,mktexp,1.48983730468899E-0004
others,osd,ROW,imported,mktexp,3.92278116123634E-0006
Intermediate,osd,ROW,imported,mktexp,9.91153437644243E-0003
pdr,others,ROW,imported,mktexp,1.35098943587764E-0007
wht,others,ROW,imported,mktexp,3.81678946723696E-0005
gro,others,ROW,imported,mktexp,1.03618367575109E-0005
osd,others,ROW,imported,mktexp,1.48471845022868E-0005
others,others,ROW,imported,mktexp,2.80464603565633E-0003
