!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
pdr,Europe,Oceania,exprev,0.38639742136
wht,Europe,Oceania,exprev,2.1081566811
gro,Europe,Oceania,exprev,0.86680734158
osd,Europe,Oceania,exprev,1.5478260517
others,Europe,Oceania,exprev,148.22703552
Intermediate,Europe,Oceania,exprev,58791.359375
pdr,N_America,Oceania,exprev,0.2932690084
wht,N_America,Oceania,exprev,13.773999214
gro,N_America,Oceania,exprev,11.983728409
osd,N_America,Oceania,exprev,18.852012634
others,N_America,Oceania,exprev,229.67085266
Intermediate,N_America,Oceania,exprev,32563.134766
pdr,Oceania,Oceania,exprev,8.8803682327
wht,Oceania,Oceania,exprev,41.301315308
gro,Oceania,Oceania,exprev,7.0659518242
osd,Oceania,Oceania,exprev,6.1454286575
others,Oceania,Oceania,exprev,261.83084106
Intermediate,Oceania,Oceania,exprev,15647.695313
pdr,S_America,Oceania,exprev,0.012569229119
wht,S_America,Oceania,exprev,0.14157764614
gro,S_America,Oceania,exprev,3.1969549656
osd,S_America,Oceania,exprev,14.670554161
others,S_America,Oceania,exprev,106.94487762
Intermediate,S_America,Oceania,exprev,3070.3977051
pdr,ROW,Oceania,exprev,2.00603200717353E-0009
wht,ROW,Oceania,exprev,9.25150117836893E-0004
gro,ROW,Oceania,exprev,9.03389940503985E-0004
osd,ROW,Oceania,exprev,9.99660696834326E-0004
others,ROW,Oceania,exprev,4.43964870646596E-0003
Intermediate,ROW,Oceania,exprev,0.59408962727
pdr,Africa,S_America,exprev,0.84855461121
wht,Africa,S_America,exprev,2.4890129566
gro,Africa,S_America,exprev,11.041582108
osd,Africa,S_America,exprev,5.9643573761
others,Africa,S_America,exprev,145.93336487
Intermediate,Africa,S_America,exprev,15597.029297
pdr,Asia,S_America,exprev,2.0770583153
wht,Asia,S_America,exprev,1.016630888
gro,Asia,S_America,exprev,3.9053175449
osd,Asia,S_America,exprev,13.340082169
others,Asia,S_America,exprev,513.96240234
Intermediate,Asia,S_America,exprev,106838.21875
pdr,Europe,S_America,exprev,0.77680754662
wht,Europe,S_America,exprev,4.5640845299
gro,Europe,S_America,exprev,8.2823314667
osd,Europe,S_America,exprev,7.6375303268
others,Europe,S_America,exprev,292.29876709
Intermediate,Europe,S_America,exprev,120179.34375
pdr,N_America,S_America,exprev,200.99714661
wht,N_America,S_America,exprev,2057.2077637
gro,N_America,S_America,exprev,1933.9477539
osd,N_America,S_America,exprev,260.01412964
others,N_America,S_America,exprev,1196.1643066
Intermediate,N_America,S_America,exprev,127720.47656
pdr,Oceania,S_America,exprev,0.059657901525
wht,Oceania,S_America,exprev,0.65581011772
gro,Oceania,S_America,exprev,1.4953055382
osd,Oceania,S_America,exprev,1.986259222
others,Oceania,S_America,exprev,18.273021698
Intermediate,Oceania,S_America,exprev,3514.8071289
pdr,S_America,S_America,exprev,100.99629974
wht,S_America,S_America,exprev,1426.0366211
gro,S_America,S_America,exprev,856.02545166
osd,S_America,S_America,exprev,763.41400146
others,S_America,S_America,exprev,1817.4499512
Intermediate,S_America,S_America,exprev,107496.28906
pdr,ROW,S_America,exprev,5.50272671873131E-0009
wht,ROW,S_America,exprev,1.47528853267431E-0003
gro,ROW,S_America,exprev,1.44096417352557E-0003
osd,ROW,S_America,exprev,1.59377092495560E-0003
others,ROW,S_America,exprev,0.011638098396
Intermediate,ROW,S_America,exprev,1.5747743845
pdr,Africa,ROW,exprev,1.25160426250659E-0004
wht,Africa,ROW,exprev,1.16631956188939E-0004
gro,Africa,ROW,exprev,4.03904356062412E-0004
osd,Africa,ROW,exprev,1.59999035531655E-0004
others,Africa,ROW,exprev,3.28101450577378E-0003
Intermediate,Africa,ROW,exprev,0.60782378912
pdr,Asia,ROW,exprev,7.53168787923642E-0005
wht,Asia,ROW,exprev,0.012330514379
gro,Asia,ROW,exprev,0.012132499367
osd,Asia,ROW,exprev,0.013833762147
others,Asia,ROW,exprev,0.077377386391
Intermediate,Asia,ROW,exprev,8.1161165237
pdr,Europe,ROW,exprev,1.34655365968683E-0007
wht,Europe,ROW,exprev,0.016915740445
gro,Europe,ROW,exprev,0.016393853351
osd,Europe,ROW,exprev,0.020202571526
others,Europe,ROW,exprev,0.11386963725
Intermediate,Europe,ROW,exprev,11.88927269
pdr,N_America,ROW,exprev,7.77357199694961E-0004
wht,N_America,ROW,exprev,0.020164018497
gro,N_America,ROW,exprev,0.019698636606
osd,N_America,ROW,exprev,0.021794682369
others,N_America,ROW,exprev,0.10679501295
Intermediate,N_America,ROW,exprev,10.129680634
pdr,Oceania,ROW,exprev,6.43858355520166E-0010
wht,Oceania,ROW,exprev,9.24961525015533E-0004
gro,Oceania,ROW,exprev,9.03406529687345E-0004
osd,Oceania,ROW,exprev,1.00157130509614E-0003
others,Oceania,ROW,exprev,4.43172128871083E-0003
Intermediate,Oceania,ROW,exprev,0.574688375
pdr,S_America,ROW,exprev,5.69198050470732E-0007
wht,S_America,ROW,exprev,1.47914153058081E-0003
gro,S_America,ROW,exprev,1.47773092612624E-0003
osd,S_America,ROW,exprev,1.59432878717780E-0003
others,S_America,ROW,exprev,0.01179321669
Intermediate,S_America,ROW,exprev,1.5205754042
pdr,ROW,ROW,exprev,1.00000011116208E-0006
wht,ROW,ROW,exprev,1.00001011560380E-0006
gro,ROW,ROW,exprev,1.00002023373235E-0006
osd,ROW,ROW,exprev,1.00000158909097E-0006
others,ROW,ROW,exprev,4.00178032577969E-0006
Intermediate,ROW,ROW,exprev,5.28828386450186E-0005
Intermediate,Africa,Africa,xtax,988.9296875
others,Asia,Africa,xtax,-0.20831298828
Intermediate,Asia,Africa,xtax,2469.3671875
others,Europe,Africa,xtax,-3.0891113281
Intermediate,Europe,Africa,xtax,454.953125
wht,N_America,Africa,xtax,-5.5788574219
gro,N_America,Africa,xtax,-1.34277343750000E-0003
Intermediate,N_America,Africa,xtax,74.6015625
Intermediate,Oceania,Africa,xtax,4.3525390625
Intermediate,S_America,Africa,xtax,205.58203125
Intermediate,ROW,Africa,xtax,4.37068939208984E-0003
Intermediate,Africa,Asia,xtax,631.046875
others,Asia,Asia,xtax,-22.35546875
Intermediate,Asia,Asia,xtax,22154
others,Europe,Asia,xtax,-2.4128417969
Intermediate,Europe,Asia,xtax,8214.6875
wht,N_America,Asia,xtax,-4.88281250000000E-0004
gro,N_America,Asia,xtax,-2.92968750000000E-0003
Intermediate,N_America,Asia,xtax,1139.3125
Intermediate,Oceania,Asia,xtax,344.8828125
Intermediate,S_America,Asia,xtax,893.6328125
Intermediate,ROW,Asia,xtax,0.057793617249
others,Africa,Europe,xtax,-0.1259765625
Intermediate,Africa,Europe,xtax,730.546875
others,Asia,Europe,xtax,-2.4833984375
Intermediate,Asia,Europe,xtax,19680.375
others,Europe,Europe,xtax,-26.5703125
Intermediate,Europe,Europe,xtax,55001.5
wht,N_America,Europe,xtax,-4.0504150391
gro,N_America,Europe,xtax,-0.034423828125
Intermediate,N_America,Europe,xtax,975.34375
Intermediate,Oceania,Europe,xtax,45.42578125
Intermediate,S_America,Europe,xtax,1189.8046875
Intermediate,ROW,Europe,xtax,0.088194847107
others,Africa,N_America,xtax,-2.44140625000000E-0004
Intermediate,Africa,N_America,xtax,660.4140625
others,Asia,N_America,xtax,-2.9448242188
Intermediate,Asia,N_America,xtax,24429.3125
others,Europe,N_America,xtax,-2.5773925781
Intermediate,Europe,N_America,xtax,3293.75
wht,N_America,N_America,xtax,-0.94445800781
gro,N_America,N_America,xtax,-2.7819824219
Intermediate,N_America,N_America,xtax,1.4375
Intermediate,Oceania,N_America,xtax,29.75
Intermediate,S_America,N_America,xtax,1831.265625
Intermediate,ROW,N_America,xtax,0.071789741516
Intermediate,Africa,Oceania,xtax,35.219726563
others,Asia,Oceania,xtax,-0.14086914063
Intermediate,Asia,Oceania,xtax,1240.296875
others,Europe,Oceania,xtax,-0.086029052734
Intermediate,Europe,Oceania,xtax,23.36328125
Intermediate,N_America,Oceania,xtax,83.74609375
Intermediate,Oceania,Oceania,xtax,34.993164063
Intermediate,S_America,Oceania,xtax,19.979248047
Intermediate,ROW,Oceania,xtax,4.36568260192871E-0003
Intermediate,Africa,S_America,xtax,49.517578125
others,Asia,S_America,xtax,-0.014892578125
Intermediate,Asia,S_America,xtax,1887.390625
others,Europe,S_America,xtax,-0.21487426758
Intermediate,Europe,S_America,xtax,658.265625
wht,N_America,S_America,xtax,-1.3015136719
gro,N_America,S_America,xtax,-4.9805908203
Intermediate,N_America,S_America,xtax,393.078125
Intermediate,Oceania,S_America,xtax,1.7700195313
Intermediate,S_America,S_America,xtax,1522.671875
Intermediate,ROW,S_America,xtax,0.011151432991
Intermediate,Africa,ROW,xtax,9.64641571044922E-0003
Intermediate,Asia,ROW,xtax,0.12666320801
Intermediate,Europe,ROW,xtax,0.15155601501
Intermediate,N_America,ROW,xtax,0.026964187622
Intermediate,Oceania,ROW,xtax,2.81333923339844E-0003
Intermediate,S_America,ROW,xtax,0.026032686234
Intermediate,ROW,ROW,xtax,1.00772012956440E-0009
!Header: BI02, dimensions: TRAD_COMM*REG*REG*IMPVALUE [6*7*7*2], description: Decomposition of imports at market prices: VIMS=VIWS+MTAX
TRAD_COMM,REG,REG,IMPVALUE,Value
pdr,Africa,Africa,impcost,29.145124435
wht,Africa,Africa,impcost,82.376876831
gro,Africa,Africa,impcost,366.59127808
osd,Africa,Africa,impcost,171.28718567
others,Africa,Africa,impcost,1867.2419434
Intermediate,Africa,Africa,impcost,49469.304688
pdr,Asia,Africa,impcost,20.883180618
wht,Asia,Africa,impcost,330.16900635
gro,Asia,Africa,impcost,28.168619156
osd,Asia,Africa,impcost,58.557460785
others,Asia,Africa,impcost,975.32128906
Intermediate,Asia,Africa,impcost,135108.70313
pdr,Europe,Africa,impcost,2.4382312298
wht,Europe,Africa,impcost,3898.2883301
gro,Europe,Africa,impcost,414.93093872
osd,Europe,Africa,impcost,48.62015152
others,Europe,Africa,impcost,1302.1945801
Intermediate,Europe,Africa,impcost,193585.28125
pdr,N_America,Africa,impcost,19.78619957
wht,N_America,Africa,impcost,3461.0627441
gro,N_America,Africa,impcost,1388.4447021
osd,N_America,Africa,impcost,354.99835205
others,N_America,Africa,impcost,354.92724609
Intermediate,N_America,Africa,impcost,38448.652344
pdr,Oceania,Africa,impcost,0.1732981652
wht,Oceania,Africa,impcost,1.2051570415
gro,Oceania,Africa,impcost,16.248796463
osd,Oceania,Africa,impcost,2.2124521732
others,Oceania,Africa,impcost,54.876785278
Intermediate,Oceania,Africa,impcost,4568.9936523
pdr,S_America,Africa,impcost,1.385078311
wht,S_America,Africa,impcost,482.49972534
gro,S_America,Africa,impcost,892.74908447
osd,S_America,Africa,impcost,343.23312378
others,S_America,Africa,impcost,279.88659668
Intermediate,S_America,Africa,impcost,16174.206055
pdr,ROW,Africa,impcost,2.59498289523208E-0009
wht,ROW,Africa,impcost,4.10659822591697E-0007
gro,ROW,Africa,impcost,8.23444679554086E-0007
osd,ROW,Africa,impcost,6.55270895322246E-0008
others,ROW,Africa,impcost,2.36864667385817E-0003
Intermediate,ROW,Africa,impcost,0.65077263117
pdr,Africa,Asia,impcost,33.44890976
wht,Africa,Asia,impcost,21.731639862
gro,Africa,Asia,impcost,70.666412354
osd,Africa,Asia,impcost,388.10650635
others,Africa,Asia,impcost,4157.3486328
Intermediate,Africa,Asia,impcost,109513.60156
pdr,Asia,Asia,impcost,259.03607178
wht,Asia,Asia,impcost,1460.1636963
gro,Asia,Asia,impcost,1740.861084
osd,Asia,Asia,impcost,1005.8875732
others,Asia,Asia,impcost,20044.886719
Intermediate,Asia,Asia,impcost,2412977.5
pdr,Europe,Asia,impcost,1.1365778446
wht,Europe,Asia,impcost,1956.9470215
gro,Europe,Asia,impcost,2013.9146729
osd,Europe,Asia,impcost,452.15359497
others,Europe,Asia,impcost,2358.7573242
Intermediate,Europe,Asia,impcost,892018.3125
pdr,N_America,Asia,impcost,73.902053833
wht,N_America,Asia,impcost,5126.0292969
gro,N_America,Asia,impcost,6390.2836914
osd,N_America,Asia,impcost,9971.5253906
others,N_America,Asia,impcost,8783.1298828
Intermediate,N_America,Asia,impcost,481788.5
pdr,Oceania,Asia,impcost,4.850279808
wht,Oceania,Asia,impcost,894.05670166
gro,Oceania,Asia,impcost,369.28161621
osd,Oceania,Asia,impcost,171.38726807
others,Oceania,Asia,impcost,2190.776123
Intermediate,Oceania,Asia,impcost,135938.73438
pdr,S_America,Asia,impcost,1.1344748735
wht,S_America,Asia,impcost,279.09851074
gro,S_America,Asia,impcost,1539.5297852
osd,S_America,Asia,impcost,9428.6171875
others,S_America,Asia,impcost,3007.0083008
Intermediate,S_America,Asia,impcost,132804.59375
pdr,ROW,Asia,impcost,2.73210289947201E-0008
wht,ROW,Asia,impcost,0.013236970641
gro,ROW,Asia,impcost,0.013021672145
osd,ROW,Asia,impcost,0.016180807725
others,ROW,Asia,impcost,0.085902489722
Intermediate,ROW,Asia,impcost,8.3374862671
pdr,Africa,Europe,impcost,20.920173645
wht,Africa,Europe,impcost,43.147171021
gro,Africa,Europe,impcost,118.16529846
osd,Africa,Europe,impcost,167.08950806
others,Africa,Europe,impcost,11312.666992
Intermediate,Africa,Europe,impcost,200699.84375
pdr,Asia,Europe,impcost,358.68057251
wht,Asia,Europe,impcost,458.50796509
gro,Asia,Europe,impcost,65.568870544
osd,Asia,Europe,impcost,531.15124512
others,Asia,Europe,impcost,10197.435547
Intermediate,Asia,Europe,impcost,1176326.25
pdr,Europe,Europe,impcost,187.95936584
wht,Europe,Europe,impcost,7036.7280273
gro,Europe,Europe,impcost,6520.684082
osd,Europe,Europe,impcost,4333.1967773
others,Europe,Europe,impcost,52423.441406
Intermediate,Europe,Europe,impcost,4834134
pdr,N_America,Europe,impcost,6.6505241394
wht,N_America,Europe,impcost,1297.6416016
gro,N_America,Europe,impcost,779.69390869
osd,N_America,Europe,impcost,1814.8305664
others,N_America,Europe,impcost,4695.9677734
Intermediate,N_America,Europe,impcost,468816.65625
pdr,Oceania,Europe,impcost,0.083181858063
wht,Oceania,Europe,impcost,5.2610611916
gro,Oceania,Europe,impcost,2.4490656853
osd,Oceania,Europe,impcost,11.055354118
others,Oceania,Europe,impcost,763.14874268
Intermediate,Oceania,Europe,impcost,39720.019531
pdr,S_America,Europe,impcost,74.563606262
wht,S_America,Europe,impcost,15.397137642
gro,S_America,Europe,impcost,2470.010498
osd,S_America,Europe,impcost,4013.3310547
others,S_America,Europe,impcost,13516.461914
Intermediate,S_America,Europe,impcost,139498.60938
pdr,ROW,Europe,impcost,3.93579391300136E-0008
wht,ROW,Europe,impcost,0.018068719655
gro,ROW,Europe,impcost,0.01777516678
osd,ROW,Europe,impcost,0.023728368804
others,ROW,Europe,impcost,0.12940898538
Intermediate,ROW,Europe,impcost,12.514364243
pdr,Africa,N_America,impcost,4.5307121277
wht,Africa,N_America,impcost,13.39872551
gro,Africa,N_America,impcost,45.192619324
osd,Africa,N_America,impcost,38.568511963
others,Africa,N_America,impcost,1128.5853271
Intermediate,Africa,N_America,impcost,111801
pdr,Asia,N_America,impcost,38.90145874
wht,Asia,N_America,impcost,5.4897279739
gro,Asia,N_America,impcost,27.307149887
osd,Asia,N_America,impcost,154.34051514
others,Asia,N_America,impcost,3021.0517578
Intermediate,Asia,N_America,impcost,1010771.5
pdr,Europe,N_America,impcost,1.142134428
wht,Europe,N_America,impcost,11.801165581
gro,Europe,N_America,impcost,13.891666412
osd,Europe,N_America,impcost,41.986228943
others,Europe,N_America,impcost,1742.125
Intermediate,Europe,N_America,impcost,640769.875
pdr,N_America,N_America,impcost,241.47174072
wht,N_America,N_America,impcost,1404.1318359
gro,N_America,N_America,impcost,3023.357666
osd,N_America,N_America,impcost,2693.3151855
others,N_America,N_America,impcost,15165.12793
Intermediate,N_America,N_America,impcost,908273.3125
pdr,Oceania,N_America,impcost,0.70672076941
wht,Oceania,N_America,impcost,0.23085194826
gro,Oceania,N_America,impcost,0.9358612895
osd,Oceania,N_America,impcost,6.8464407921
others,Oceania,N_America,impcost,364.6656189
Intermediate,Oceania,N_America,impcost,22269.150391
pdr,S_America,N_America,impcost,3.6617043018
wht,S_America,N_America,impcost,4.8906011581
gro,S_America,N_America,impcost,258.22970581
osd,S_America,N_America,impcost,126.84064484
others,S_America,N_America,impcost,9996.8115234
Intermediate,S_America,N_America,impcost,157568.20313
pdr,ROW,N_America,impcost,8.67353810463101E-0004
wht,ROW,N_America,impcost,0.021749125794
gro,ROW,N_America,impcost,0.021393338218
osd,ROW,N_America,impcost,0.025614598766
others,ROW,N_America,impcost,0.12186798453
Intermediate,ROW,N_America,impcost,10.275220871
pdr,Africa,Oceania,impcost,0.60408997536
wht,Africa,Oceania,impcost,1.863519311
gro,Africa,Oceania,impcost,3.7387089729
osd,Africa,Oceania,impcost,1.534539938
others,Africa,Oceania,impcost,62.294574738
Intermediate,Africa,Oceania,impcost,3350.5891113
pdr,Asia,Oceania,impcost,8.6870584488
wht,Asia,Oceania,impcost,1.290451169
gro,Asia,Oceania,impcost,2.947245121
osd,Asia,Oceania,impcost,38.573665619
others,Asia,Oceania,impcost,373.36288452
Intermediate,Asia,Oceania,impcost,102061.07813
pdr,Europe,Oceania,impcost,0.44034522772
wht,Europe,Oceania,impcost,2.1150336266
gro,Europe,Oceania,impcost,0.89739239216
osd,Europe,Oceania,impcost,1.6849769354
others,Europe,Oceania,impcost,158.37327576
Intermediate,Europe,Oceania,impcost,60494.46875
pdr,N_America,Oceania,impcost,0.33422359824
wht,N_America,Oceania,impcost,14.938612938
gro,N_America,Oceania,impcost,13.059495926
osd,N_America,Oceania,impcost,22.729330063
others,N_America,Oceania,impcost,262.47259521
Intermediate,N_America,Oceania,impcost,33671.429688
pdr,Oceania,Oceania,impcost,10.120749474
wht,Oceania,Oceania,impcost,44.79359436
gro,Oceania,Oceania,impcost,7.5830125809
osd,Oceania,Oceania,impcost,6.7730913162
others,Oceania,Oceania,impcost,325.67022705
Intermediate,Oceania,Oceania,impcost,16669.023438
pdr,S_America,Oceania,impcost,0.012972955592
wht,S_America,Oceania,impcost,0.14716772735
gro,S_America,Oceania,impcost,3.4661765099
osd,S_America,Oceania,impcost,16.571458817
others,S_America,Oceania,impcost,117.29206085
Intermediate,S_America,Oceania,impcost,3184.3015137
pdr,ROW,Oceania,impcost,2.00603200717353E-0009
wht,ROW,Oceania,impcost,9.97623545117676E-0004
gro,ROW,Oceania,impcost,9.81388613581657E-0004
osd,ROW,Oceania,impcost,1.17484643124043E-0003
others,ROW,Oceania,impcost,5.05970045924187E-0003
Intermediate,ROW,Oceania,impcost,0.61898481846
pdr,Africa,S_America,impcost,0.84866988659
wht,Africa,S_America,impcost,2.4938099384
gro,Africa,S_America,impcost,11.620806694
osd,Africa,S_America,impcost,7.4333620071
others,Africa,S_America,impcost,156.52090454
Intermediate,Africa,S_America,impcost,16269.569336
pdr,Asia,S_America,impcost,2.2166285515
wht,Asia,S_America,impcost,1.0191378593
gro,Asia,S_America,impcost,3.9827232361
osd,Asia,S_America,impcost,15.651603699
others,Asia,S_America,impcost,561.77496338
Intermediate,Asia,S_America,impcost,113292.54688
pdr,Europe,S_America,impcost,0.88214081526
wht,Europe,S_America,impcost,4.6907124519
gro,Europe,S_America,impcost,8.8803625107
osd,Europe,S_America,impcost,8.3349227905
others,Europe,S_America,impcost,320.41705322
Intermediate,Europe,S_America,impcost,124710.14063
pdr,N_America,S_America,impcost,222.1121521
wht,N_America,S_America,impcost,2229.753418
gro,N_America,S_America,impcost,2131.276123
osd,N_America,S_America,impcost,317.50842285
others,N_America,S_America,impcost,1365.7480469
Intermediate,N_America,S_America,impcost,134644.5
pdr,Oceania,S_America,impcost,0.065887436271
wht,Oceania,S_America,impcost,0.71096420288
gro,Oceania,S_America,impcost,1.6162803173
osd,Oceania,S_America,impcost,2.1574180126
others,Oceania,S_America,impcost,19.863319397
Intermediate,Oceania,S_America,impcost,3696.9602051
pdr,S_America,S_America,impcost,114.66428375
wht,S_America,S_America,impcost,1546.6136475
gro,S_America,S_America,impcost,938.01074219
osd,S_America,S_America,impcost,929.559021
others,S_America,S_America,impcost,2105.0898438
Intermediate,S_America,S_America,impcost,117100.20313
pdr,ROW,S_America,impcost,5.50272671873131E-0009
wht,ROW,S_America,impcost,1.59082957543432E-0003
gro,ROW,S_America,impcost,1.56531401444226E-0003
osd,ROW,S_America,impcost,1.87306141015142E-0003
others,ROW,S_America,impcost,0.013329039328
Intermediate,ROW,S_America,impcost,1.6366212368
pdr,Africa,ROW,impcost,1.25160426250659E-0004
wht,Africa,ROW,impcost,1.16631956188939E-0004
gro,Africa,ROW,impcost,4.03904356062412E-0004
osd,Africa,ROW,impcost,1.59999035531655E-0004
others,Africa,ROW,impcost,3.58464801684022E-0003
Intermediate,Africa,ROW,impcost,0.63560897112
pdr,Asia,ROW,impcost,7.53168787923642E-0005
wht,Asia,ROW,impcost,0.01329212077
gro,Asia,ROW,impcost,0.013167417608
osd,Asia,ROW,impcost,0.016246544197
others,Asia,ROW,impcost,0.087873443961
Intermediate,Asia,ROW,impcost,8.5240335464
pdr,Europe,ROW,impcost,1.34655365968683E-0007
wht,Europe,ROW,impcost,0.018228327855
gro,Europe,ROW,impcost,0.017806511372
