!Header: AG01, dimensions: REG*GDPEXPEND [7*5], description: GDPEXP = C + I + G + X - M, GDP from the expenditure side
REG,GDPEXPEND,Value
others,gro,N_America,domestic,comtax,-33.242858887
Intermediate,gro,N_America,domestic,comtax,-856.47265625
Land,osd,N_America,domestic,comtax,-1119.5708008
Capital,osd,N_America,domestic,comtax,-114.77197266
wht,osd,N_America,domestic,comtax,-0.4921169281
gro,osd,N_America,domestic,comtax,-2.0392913818
osd,osd,N_America,domestic,comtax,-82.76550293
Intermediate,osd,N_America,domestic,comtax,-283.67578125
Land,others,N_America,domestic,comtax,-99.9375
Capital,others,N_America,domestic,comtax,-26.0703125
wht,others,N_America,domestic,comtax,-1.90734863281250E-0006
others,others,N_America,domestic,comtax,-5.8725585938
Intermediate,others,N_America,domestic,comtax,97.287109375
Land,Intermediate,N_America,domestic,comtax,-653.25488281
Capital,Intermediate,N_America,domestic,comtax,-774.5
pdr,Intermediate,N_America,domestic,comtax,-1.4879150391
wht,Intermediate,N_America,domestic,comtax,-12.598144531
gro,Intermediate,N_America,domestic,comtax,-654.14453125
osd,Intermediate,N_America,domestic,comtax,-13.4140625
others,Intermediate,N_America,domestic,comtax,-47.08984375
Intermediate,Intermediate,N_America,domestic,comtax,6179
Intermediate,CGDS,N_America,domestic,comtax,2623.875
Land,pdr,Oceania,domestic,comtax,-3.0821113586
Capital,pdr,Oceania,domestic,comtax,-0.46674728394
others,pdr,Oceania,domestic,comtax,-0.43179988861
Intermediate,pdr,Oceania,domestic,comtax,-1.6600418091
Land,wht,Oceania,domestic,comtax,-34.263946533
Capital,wht,Oceania,domestic,comtax,-3.6846923828
pdr,wht,Oceania,domestic,comtax,-0.16562509537
wht,wht,Oceania,domestic,comtax,-2.1012420654
gro,wht,Oceania,domestic,comtax,-0.90424346924
osd,wht,Oceania,domestic,comtax,-0.081601142883
others,wht,Oceania,domestic,comtax,-5.9181213379
Intermediate,wht,Oceania,domestic,comtax,-21.029052734
Land,gro,Oceania,domestic,comtax,-22.175857544
Capital,gro,Oceania,domestic,comtax,-1.988494873
pdr,gro,Oceania,domestic,comtax,-0.045968532562
wht,gro,Oceania,domestic,comtax,-1.0951080322
gro,gro,Oceania,domestic,comtax,-0.50010490417
osd,gro,Oceania,domestic,comtax,-0.02352309227
others,gro,Oceania,domestic,comtax,-3.3033828735
Intermediate,gro,Oceania,domestic,comtax,-10.964904785
Land,osd,Oceania,domestic,comtax,-2.2746047974
Capital,osd,Oceania,domestic,comtax,-0.29161453247
wht,osd,Oceania,domestic,comtax,-0.055002689362
osd,osd,Oceania,domestic,comtax,-0.082293510437
others,osd,Oceania,domestic,comtax,-1.6372375488
Intermediate,osd,Oceania,domestic,comtax,-0.17130279541
Land,others,Oceania,domestic,comtax,-7.6965332031
Capital,others,Oceania,domestic,comtax,-3.513671875
pdr,others,Oceania,domestic,comtax,-3.81541252136230E-0003
wht,others,Oceania,domestic,comtax,-0.037063598633
gro,others,Oceania,domestic,comtax,-0.018086433411
osd,others,Oceania,domestic,comtax,-0.097465515137
others,others,Oceania,domestic,comtax,-1.77734375
Intermediate,others,Oceania,domestic,comtax,10.338378906
Land,Intermediate,Oceania,domestic,comtax,-149.30383301
Capital,Intermediate,Oceania,domestic,comtax,-22.8125
pdr,Intermediate,Oceania,domestic,comtax,-7.58361816406250E-0003
wht,Intermediate,Oceania,domestic,comtax,-3.6672363281
gro,Intermediate,Oceania,domestic,comtax,-4.6486816406
osd,Intermediate,Oceania,domestic,comtax,-0.12783813477
others,Intermediate,Oceania,domestic,comtax,-19.418212891
Intermediate,Intermediate,Oceania,domestic,comtax,1405.96875
others,CGDS,Oceania,domestic,comtax,0.22830295563
Intermediate,CGDS,Oceania,domestic,comtax,1735.7109375
wht,pdr,S_America,domestic,comtax,1.52587890625000E-0005
osd,pdr,S_America,domestic,comtax,1.90734863281250E-0006
Intermediate,pdr,S_America,domestic,comtax,16.94140625
wht,wht,S_America,domestic,comtax,-6.10351562500000E-0005
Intermediate,wht,S_America,domestic,comtax,9.3247070313
wht,gro,S_America,domestic,comtax,1.52587890625000E-0005
others,gro,S_America,domestic,comtax,3.05175781250000E-0005
Intermediate,gro,S_America,domestic,comtax,12.460693359
wht,osd,S_America,domestic,comtax,-7.62939453125000E-0005
Intermediate,osd,S_America,domestic,comtax,14.515380859
pdr,others,S_America,domestic,comtax,1.52587890625000E-0005
wht,others,S_America,domestic,comtax,-3.05175781250000E-0004
Intermediate,others,S_America,domestic,comtax,138.3125
wht,Intermediate,S_America,domestic,comtax,4.88281250000000E-0004
Intermediate,Intermediate,S_America,domestic,comtax,6371.25
wht,CGDS,S_America,domestic,comtax,3.05175781250000E-0005
gro,CGDS,S_America,domestic,comtax,3.82995605468750E-0003
osd,CGDS,S_America,domestic,comtax,0.024337768555
others,CGDS,S_America,domestic,comtax,12.182861328
Intermediate,CGDS,S_America,domestic,comtax,5825.140625
gro,pdr,ROW,domestic,comtax,-5.96046447753906E-0008
osd,pdr,ROW,domestic,comtax,-1.19209289550781E-0007
Intermediate,pdr,ROW,domestic,comtax,1.0070800781
gro,wht,ROW,domestic,comtax,-2.38418579101563E-0007
osd,wht,ROW,domestic,comtax,-1.19209289550781E-0007
others,wht,ROW,domestic,comtax,-4.76837158203125E-0007
Intermediate,wht,ROW,domestic,comtax,6.0414428711
gro,gro,ROW,domestic,comtax,-1.52587890625000E-0005
osd,gro,ROW,domestic,comtax,-4.76837158203125E-0007
Intermediate,gro,ROW,domestic,comtax,9.3760986328
Intermediate,osd,ROW,domestic,comtax,1.212097168
wht,others,ROW,domestic,comtax,-9.53674316406250E-0007
gro,others,ROW,domestic,comtax,1.90734863281250E-0006
osd,others,ROW,domestic,comtax,-1.90734863281250E-0006
Intermediate,others,ROW,domestic,comtax,35.995849609
wht,Intermediate,ROW,domestic,comtax,2.44140625000000E-0004
Intermediate,Intermediate,ROW,domestic,comtax,752.21875
Intermediate,CGDS,ROW,domestic,comtax,3071.6953125
Intermediate,pdr,Africa,imported,comtax,1.9500427246
wht,wht,Africa,imported,comtax,-7.62939453125000E-0006
Intermediate,wht,Africa,imported,comtax,0.21868896484
Intermediate,gro,Africa,imported,comtax,0.47271728516
osd,osd,Africa,imported,comtax,2.86102294921875E-0006
Intermediate,osd,Africa,imported,comtax,0.11290740967
wht,others,Africa,imported,comtax,-1.90734863281250E-0006
others,others,Africa,imported,comtax,7.62939453125000E-0006
Intermediate,others,Africa,imported,comtax,2.30859375
pdr,Intermediate,Africa,imported,comtax,4.76837158203125E-0006
osd,Intermediate,Africa,imported,comtax,1.22070312500000E-0004
others,Intermediate,Africa,imported,comtax,1.22070312500000E-0004
Intermediate,Intermediate,Africa,imported,comtax,274.8359375
others,CGDS,Africa,imported,comtax,4.31060791015625E-0004
Intermediate,CGDS,Africa,imported,comtax,1174.2285156
pdr,pdr,Asia,imported,comtax,-0.022964477539
Intermediate,pdr,Asia,imported,comtax,-6.5126953125
gro,wht,Asia,imported,comtax,-1.90734863281250E-0006
osd,wht,Asia,imported,comtax,4.76837158203125E-0007
Intermediate,wht,Asia,imported,comtax,0.5830078125
wht,gro,Asia,imported,comtax,-9.53674316406250E-0007
gro,gro,Asia,imported,comtax,-0.16539001465
Intermediate,gro,Asia,imported,comtax,-0.31896972656
gro,osd,Asia,imported,comtax,-4.76837158203125E-0007
osd,osd,Asia,imported,comtax,-0.96569442749
others,osd,Asia,imported,comtax,-0.024036407471
Intermediate,osd,Asia,imported,comtax,0.11236572266
osd,others,Asia,imported,comtax,-9.53674316406250E-0007
others,others,Asia,imported,comtax,-0.10302734375
Intermediate,others,Asia,imported,comtax,30.575195313
pdr,Intermediate,Asia,imported,comtax,-3.5390625
gro,Intermediate,Asia,imported,comtax,-83.375976563
osd,Intermediate,Asia,imported,comtax,9.76562500000000E-0004
others,Intermediate,Asia,imported,comtax,-1.1435546875
Intermediate,Intermediate,Asia,imported,comtax,9404.75
wht,CGDS,Asia,imported,comtax,0.030494689941
gro,CGDS,Asia,imported,comtax,0.029438018799
osd,CGDS,Asia,imported,comtax,1.30939483642578E-0003
others,CGDS,Asia,imported,comtax,0.041965484619
Intermediate,CGDS,Asia,imported,comtax,5907.15625
pdr,pdr,Europe,imported,comtax,-0.011756896973
wht,pdr,Europe,imported,comtax,7.45058059692383E-0009
osd,pdr,Europe,imported,comtax,-9.44733619689941E-0005
others,pdr,Europe,imported,comtax,-3.07440757751465E-0004
Intermediate,pdr,Europe,imported,comtax,3.0798797607
pdr,wht,Europe,imported,comtax,-0.024558112025
wht,wht,Europe,imported,comtax,-61.595901489
gro,wht,Europe,imported,comtax,-0.38371634483
osd,wht,Europe,imported,comtax,-0.56141281128
others,wht,Europe,imported,comtax,-7.2775497437
Intermediate,wht,Europe,imported,comtax,-211.0065918
pdr,gro,Europe,imported,comtax,-1.58116221427917E-0003
wht,gro,Europe,imported,comtax,-0.13038265705
gro,gro,Europe,imported,comtax,-106.01473999
osd,gro,Europe,imported,comtax,-0.63279604912
others,gro,Europe,imported,comtax,-4.0300636292
Intermediate,gro,Europe,imported,comtax,-259.81103516
pdr,osd,Europe,imported,comtax,-1.18798390030860E-0003
wht,osd,Europe,imported,comtax,-0.089407920837
gro,osd,Europe,imported,comtax,-0.25201678276
osd,osd,Europe,imported,comtax,-163.87554932
others,osd,Europe,imported,comtax,-2.2067584991
Intermediate,osd,Europe,imported,comtax,-108.43804932
pdr,others,Europe,imported,comtax,-3.21531295776367E-0003
wht,others,Europe,imported,comtax,-0.014651298523
gro,others,Europe,imported,comtax,-0.020087242126
osd,others,Europe,imported,comtax,-0.032786369324
others,others,Europe,imported,comtax,-0.5263671875
Intermediate,others,Europe,imported,comtax,504.6015625
pdr,Intermediate,Europe,imported,comtax,-0.018890380859
wht,Intermediate,Europe,imported,comtax,-7.8203125
gro,Intermediate,Europe,imported,comtax,-3.1606445313
osd,Intermediate,Europe,imported,comtax,-1.21484375
others,Intermediate,Europe,imported,comtax,-25.767578125
Intermediate,Intermediate,Europe,imported,comtax,56015
pdr,CGDS,Europe,imported,comtax,1.78478192538023E-0004
wht,CGDS,Europe,imported,comtax,1.70391052961349E-0004
gro,CGDS,Europe,imported,comtax,1.49011611938476E-0005
osd,CGDS,Europe,imported,comtax,9.36985015869141E-0005
others,CGDS,Europe,imported,comtax,2.3112106323
Intermediate,CGDS,Europe,imported,comtax,16664.53125
pdr,pdr,N_America,imported,comtax,-0.14167547226
others,pdr,N_America,imported,comtax,-0.010340213776
Intermediate,pdr,N_America,imported,comtax,-1.8826522827
wht,wht,N_America,imported,comtax,-1.7753486633
gro,wht,N_America,imported,comtax,-0.33530092239
osd,wht,N_America,imported,comtax,-0.1461288929
others,wht,N_America,imported,comtax,-1.496383667
Intermediate,wht,N_America,imported,comtax,-31.648864746
pdr,gro,N_America,imported,comtax,-1.51769071817398E-0003
wht,gro,N_America,imported,comtax,-7.32176005840302E-0004
gro,gro,N_America,imported,comtax,-1.7809791565
osd,gro,N_America,imported,comtax,-0.047789096832
others,gro,N_America,imported,comtax,-7.8338775635
Intermediate,gro,N_America,imported,comtax,-80.847045898
pdr,osd,N_America,imported,comtax,-3.71833890676498E-0003
wht,osd,N_America,imported,comtax,-6.99417665600777E-0004
gro,osd,N_America,imported,comtax,-0.23817920685
osd,osd,N_America,imported,comtax,-3.6912078857
others,osd,N_America,imported,comtax,-7.44692981243134E-0003
Intermediate,osd,N_America,imported,comtax,-27.963012695
gro,others,N_America,imported,comtax,9.53674316406250E-0007
others,others,N_America,imported,comtax,-8.36181640625000E-0003
Intermediate,others,N_America,imported,comtax,5.8176269531
pdr,Intermediate,N_America,imported,comtax,-0.05517578125
wht,Intermediate,N_America,imported,comtax,-0.59356689453
gro,Intermediate,N_America,imported,comtax,-10.891479492
osd,Intermediate,N_America,imported,comtax,-0.21789550781
others,Intermediate,N_America,imported,comtax,-0.3876953125
Intermediate,Intermediate,N_America,imported,comtax,1084.9375
Intermediate,CGDS,N_America,imported,comtax,673.5625
others,pdr,Oceania,imported,comtax,-7.87778198719025E-0003
Intermediate,pdr,Oceania,imported,comtax,-0.36190414429
pdr,wht,Oceania,imported,comtax,-2.33322381973267E-0004
gro,wht,Oceania,imported,comtax,-2.76777148246765E-0003
osd,wht,Oceania,imported,comtax,-0.089290857315
others,wht,Oceania,imported,comtax,-0.098797798157
Intermediate,wht,Oceania,imported,comtax,-4.756729126
wht,gro,Oceania,imported,comtax,-5.02914190292358E-0004
gro,gro,Oceania,imported,comtax,-8.62441956996918E-0004
osd,gro,Oceania,imported,comtax,-0.024226784706
others,gro,Oceania,imported,comtax,-0.052079677582
Intermediate,gro,Oceania,imported,comtax,-2.4240646362
osd,osd,Oceania,imported,comtax,-0.021613001823
others,osd,Oceania,imported,comtax,-4.06301021575928E-0003
Intermediate,osd,Oceania,imported,comtax,-0.10673427582
others,others,Oceania,imported,comtax,-0.090034484863
Intermediate,others,Oceania,imported,comtax,-0.13876342773
pdr,Intermediate,Oceania,imported,comtax,-3.33786010742188E-0005
wht,Intermediate,Oceania,imported,comtax,-9.46664810180664E-0003
gro,Intermediate,Oceania,imported,comtax,-0.056549072266
osd,Intermediate,Oceania,imported,comtax,-0.06266784668
others,Intermediate,Oceania,imported,comtax,-0.35317993164
Intermediate,Intermediate,Oceania,imported,comtax,122.4140625
Intermediate,CGDS,Oceania,imported,comtax,1138.8886719
pdr,pdr,S_America,imported,comtax,1.90734863281250E-0005
gro,pdr,S_America,imported,comtax,-4.76837158203125E-0007
others,pdr,S_America,imported,comtax,2.38418579101563E-0007
Intermediate,pdr,S_America,imported,comtax,1.9673919678
Intermediate,wht,S_America,imported,comtax,0.40118408203
Intermediate,gro,S_America,imported,comtax,0.77745056152
pdr,osd,S_America,imported,comtax,1.19209289550781E-0007
Intermediate,osd,S_America,imported,comtax,1.1063690186
pdr,others,S_America,imported,comtax,4.76837158203125E-0007
wht,others,S_America,imported,comtax,-9.53674316406250E-0007
Intermediate,others,S_America,imported,comtax,11.042724609
pdr,Intermediate,S_America,imported,comtax,0.033813476563
Intermediate,Intermediate,S_America,imported,comtax,945.421875
wht,CGDS,S_America,imported,comtax,3.66210937500000E-0004
gro,CGDS,S_America,imported,comtax,2.63214111328125E-0004
others,CGDS,S_America,imported,comtax,1.370300293
Intermediate,CGDS,S_America,imported,comtax,6685.7773438
pdr,pdr,ROW,imported,comtax,-3.72529029846191E-0009
Intermediate,pdr,ROW,imported,comtax,0.62444972992
Intermediate,wht,ROW,imported,comtax,0.98606109619
wht,gro,ROW,imported,comtax,5.96046447753906E-0008
gro,gro,ROW,imported,comtax,-1.19209289550781E-0007
Intermediate,gro,ROW,imported,comtax,1.9827232361
pdr,osd,ROW,imported,comtax,1.67638063430786E-0008
gro,osd,ROW,imported,comtax,-1.49011611938477E-0008
Intermediate,osd,ROW,imported,comtax,0.2496175766
pdr,others,ROW,imported,comtax,3.16649675369263E-0008
wht,others,ROW,imported,comtax,2.98023223876953E-0008
osd,others,ROW,imported,comtax,5.96046447753906E-0008
others,others,ROW,imported,comtax,9.53674316406250E-0007
Intermediate,others,ROW,imported,comtax,5.8364715576
pdr,Intermediate,ROW,imported,comtax,2.92062759399414E-0006
Intermediate,Intermediate,ROW,imported,comtax,785.51367188
Intermediate,CGDS,ROW,imported,comtax,184.5078125
!Header: SF02, dimensions: TRAD_COMM*REG*DIR*PURCHVALUE [6*7*2*2], description: Cost structure of consumption - VPA
TRAD_COMM,REG,DIR,PURCHVALUE,Value
pdr,Africa,domestic,mktexp,812.59301758
wht,Africa,domestic,mktexp,7301.1357422
gro,Africa,domestic,mktexp,7604.0693359
osd,Africa,domestic,mktexp,926.41046143
others,Africa,domestic,mktexp,22702.558594
Intermediate,Africa,domestic,mktexp,280219.6875
pdr,Asia,domestic,mktexp,28126.736328
wht,Asia,domestic,mktexp,15263.698242
gro,Asia,domestic,mktexp,6388.84375
osd,Asia,domestic,mktexp,10576.18457
others,Asia,domestic,mktexp,133878.57813
Intermediate,Asia,domestic,mktexp,3860406.75
pdr,Europe,domestic,mktexp,301.09249878
wht,Europe,domestic,mktexp,4417.6269531
gro,Europe,domestic,mktexp,2187.8669434
osd,Europe,domestic,mktexp,950.76147461
others,Europe,domestic,mktexp,63162.519531
Intermediate,Europe,domestic,mktexp,4501658
pdr,N_America,domestic,mktexp,45.028781891
wht,N_America,domestic,mktexp,64.0546875
gro,N_America,domestic,mktexp,4221.3730469
osd,N_America,domestic,mktexp,374.36187744
others,N_America,domestic,mktexp,32044.876953
Intermediate,N_America,domestic,mktexp,5718071.5
pdr,Oceania,domestic,mktexp,2.0518913269
wht,Oceania,domestic,mktexp,27.763830185
gro,Oceania,domestic,mktexp,149.47183228
osd,Oceania,domestic,mktexp,3.1484742165
others,Oceania,domestic,mktexp,2037.4979248
Intermediate,Oceania,domestic,mktexp,241030.51563
pdr,S_America,domestic,mktexp,1493.9421387
wht,S_America,domestic,mktexp,643.46337891
gro,S_America,domestic,mktexp,1542.2214355
osd,S_America,domestic,mktexp,3150.6953125
others,S_America,domestic,mktexp,34314.671875
Intermediate,S_America,domestic,mktexp,932246.125
pdr,ROW,domestic,mktexp,892.95477295
wht,ROW,domestic,mktexp,451.05685425
gro,ROW,domestic,mktexp,476.27719116
osd,ROW,domestic,mktexp,407.65542603
others,ROW,domestic,mktexp,5623.1694336
Intermediate,ROW,domestic,mktexp,163652.625
pdr,Africa,imported,mktexp,18.560380936
wht,Africa,imported,mktexp,1479.057251
gro,Africa,imported,mktexp,812.94110107
osd,Africa,imported,mktexp,119.23817444
others,Africa,imported,mktexp,1507.3101807
Intermediate,Africa,imported,mktexp,36376.667969
pdr,Asia,imported,mktexp,35.29302597
wht,Asia,imported,mktexp,1552.6408691
gro,Asia,imported,mktexp,1208.9996338
osd,Asia,imported,mktexp,2131.8759766
others,Asia,imported,mktexp,9811.5947266
Intermediate,Asia,imported,mktexp,338943.65625
pdr,Europe,imported,mktexp,527.85443115
wht,Europe,imported,mktexp,366.20147705
gro,Europe,imported,mktexp,378.32833862
osd,Europe,imported,mktexp,935.00134277
others,Europe,imported,mktexp,31753.941406
Intermediate,Europe,imported,mktexp,663986.625
pdr,N_America,imported,mktexp,12.297445297
wht,N_America,imported,mktexp,0.089161537588
gro,N_America,imported,mktexp,125.92403412
osd,N_America,imported,mktexp,10.785193443
others,N_America,imported,mktexp,7827.2216797
Intermediate,N_America,imported,mktexp,329798.0625
pdr,Oceania,imported,mktexp,2.4279124737
wht,Oceania,imported,mktexp,0.47350779176
gro,Oceania,imported,mktexp,0.16797822714
osd,Oceania,imported,mktexp,0.33493208885
others,Oceania,imported,mktexp,248.25291443
Intermediate,Oceania,imported,mktexp,20266.060547
pdr,S_America,imported,mktexp,82.260902405
wht,S_America,imported,mktexp,210.68687439
gro,S_America,imported,mktexp,283.31396484
osd,S_America,imported,mktexp,122.75842285
others,S_America,imported,mktexp,1148.7617188
Intermediate,S_America,imported,mktexp,51839.230469
pdr,ROW,imported,mktexp,0.85414642096
wht,ROW,imported,mktexp,57.207084656
gro,ROW,imported,mktexp,57.149223328
osd,ROW,imported,mktexp,26.360496521
others,ROW,imported,mktexp,102.94298553
Intermediate,ROW,imported,mktexp,10742.589844
pdr,Africa,domestic,comtax,3.90625000000000E-0003
wht,Africa,domestic,comtax,-558.24072266
gro,Africa,domestic,comtax,7.1416015625
osd,Africa,domestic,comtax,-32.596252441
others,Africa,domestic,comtax,65.173828125
Intermediate,Africa,domestic,comtax,12453.78125
pdr,Asia,domestic,comtax,1.396484375
wht,Asia,domestic,comtax,-53.361328125
gro,Asia,domestic,comtax,2.6162109375
osd,Asia,domestic,comtax,-2.232421875
others,Asia,domestic,comtax,1402.546875
Intermediate,Asia,domestic,comtax,124458.5
pdr,Europe,domestic,comtax,18.993133545
wht,Europe,domestic,comtax,128.47021484
gro,Europe,domestic,comtax,98.243408203
osd,Europe,domestic,comtax,20.837280273
others,Europe,domestic,comtax,3031.1523438
Intermediate,Europe,domestic,comtax,383033
wht,N_America,domestic,comtax,4.0336837769
gro,N_America,domestic,comtax,2.3686523438
osd,N_America,domestic,comtax,28.501434326
others,N_America,domestic,comtax,119.37695313
Intermediate,N_America,domestic,comtax,30777.5
wht,Oceania,domestic,comtax,3.3695354462
gro,Oceania,domestic,comtax,1.7018127441
osd,Oceania,domestic,comtax,0.29438066483
others,Oceania,domestic,comtax,43.349731445
Intermediate,Oceania,domestic,comtax,15568.640625
pdr,S_America,domestic,comtax,4.0279541016
wht,S_America,domestic,comtax,51.983398438
gro,S_America,domestic,comtax,27.506835938
osd,S_America,domestic,comtax,59.988525391
others,S_America,domestic,comtax,872.015625
Intermediate,S_America,domestic,comtax,65850.4375
pdr,ROW,domestic,comtax,0.16998291016
wht,ROW,domestic,comtax,0.6012878418
gro,ROW,domestic,comtax,0.32382202148
osd,ROW,domestic,comtax,0.13363647461
others,ROW,domestic,comtax,371.34472656
Intermediate,ROW,domestic,comtax,8806.6875
pdr,Africa,imported,comtax,0.010683059692
wht,Africa,imported,comtax,-110.61914063
gro,Africa,imported,comtax,3.5877685547
osd,Africa,imported,comtax,-8.9506072998
others,Africa,imported,comtax,5.9986572266
Intermediate,Africa,imported,comtax,3333.9023438
pdr,Asia,imported,comtax,0.18432617188
wht,Asia,imported,comtax,-15.509765625
gro,Asia,imported,comtax,5.1169433594
osd,Asia,imported,comtax,5.8234863281
others,Asia,imported,comtax,214.81347656
Intermediate,Asia,imported,comtax,14008.90625
pdr,Europe,imported,comtax,1.7128295898
wht,Europe,imported,comtax,37.90524292
gro,Europe,imported,comtax,31.062683105
osd,Europe,imported,comtax,49.473510742
others,Europe,imported,comtax,2118.84375
Intermediate,Europe,imported,comtax,90464
gro,N_America,imported,comtax,-7.62939453125000E-0006
osd,N_America,imported,comtax,0.77345085144
others,N_America,imported,comtax,140.57128906
Intermediate,N_America,imported,comtax,4800.34375
wht,Oceania,imported,comtax,0.041250735521
gro,Oceania,imported,comtax,0.012274473906
osd,Oceania,imported,comtax,0.029613882303
others,Oceania,imported,comtax,6.1186065674
Intermediate,Oceania,imported,comtax,2384.7773438
pdr,S_America,imported,comtax,0.064437866211
wht,S_America,imported,comtax,1.1994171143
gro,S_America,imported,comtax,3.4393920898
osd,S_America,imported,comtax,21.397140503
others,S_America,imported,comtax,162.3560791
Intermediate,S_America,imported,comtax,7380.796875
pdr,ROW,imported,comtax,0.1402580142
wht,ROW,imported,comtax,7.3697052002
gro,ROW,imported,comtax,11.823379517
osd,ROW,imported,comtax,0.43493270874
others,ROW,imported,comtax,4.9611206055
Intermediate,ROW,imported,comtax,1051.5048828
!Header: SF03, dimensions: TRAD_COMM*REG*DIR*PURCHVALUE [6*7*2*2], description: Cost structure of government - VGA
TRAD_COMM,REG,DIR,PURCHVALUE,Value
pdr,Africa,domestic,mktexp,1.8276906013
wht,Africa,domestic,mktexp,24.025026321
gro,Africa,domestic,mktexp,83.19342041
osd,Africa,domestic,mktexp,8.5124158859
others,Africa,domestic,mktexp,129.16708374
Intermediate,Africa,domestic,mktexp,75723.390625
pdr,Asia,domestic,mktexp,167.49981689
wht,Asia,domestic,mktexp,197.59306335
gro,Asia,domestic,mktexp,103.66997528
osd,Asia,domestic,mktexp,46.658046722
others,Asia,domestic,mktexp,393.26083374
Intermediate,Asia,domestic,mktexp,877142.0625
pdr,Europe,domestic,mktexp,18.929998398
wht,Europe,domestic,mktexp,25.301441193
gro,Europe,domestic,mktexp,11.479353905
osd,Europe,domestic,mktexp,17.502588272
others,Europe,domestic,mktexp,252.18823242
Intermediate,Europe,domestic,mktexp,1668627.375
pdr,N_America,domestic,mktexp,1.2710635662
wht,N_America,domestic,mktexp,11.385894775
gro,N_America,domestic,mktexp,60.588027954
osd,N_America,domestic,mktexp,35.555709839
others,N_America,domestic,mktexp,1080.0488281
Intermediate,N_America,domestic,mktexp,1288277.5
pdr,Oceania,domestic,mktexp,5.51979662850499E-0003
wht,Oceania,domestic,mktexp,3.55307664722204E-0003
gro,Oceania,domestic,mktexp,1.22834404464811E-0003
osd,Oceania,domestic,mktexp,1.89040310215205E-0003
others,Oceania,domestic,mktexp,85.60105896
Intermediate,Oceania,domestic,mktexp,77150.007813
pdr,S_America,domestic,mktexp,37.135162354
wht,S_America,domestic,mktexp,41.553287506
gro,S_America,domestic,mktexp,25.179420471
osd,S_America,domestic,mktexp,11.204213142
others,S_America,domestic,mktexp,130.72221375
Intermediate,S_America,domestic,mktexp,208316.78125
pdr,ROW,domestic,mktexp,0.82181411982
wht,ROW,domestic,mktexp,1.2119787931
gro,ROW,domestic,mktexp,0.75331616402
osd,ROW,domestic,mktexp,0.49900701642
others,ROW,domestic,mktexp,2.9115862846
Intermediate,ROW,domestic,mktexp,18534.382813
pdr,Africa,imported,mktexp,0.15675143898
wht,Africa,imported,mktexp,30.316747665
gro,Africa,imported,mktexp,33.080276489
osd,Africa,imported,mktexp,0.79225116968
others,Africa,imported,mktexp,11.818473816
Intermediate,Africa,imported,mktexp,5875.5756836
pdr,Asia,imported,mktexp,4.77884151041508E-0003
wht,Asia,imported,mktexp,2.4792776108
gro,Asia,imported,mktexp,1.3811069727
osd,Asia,imported,mktexp,0.55976641178
others,Asia,imported,mktexp,7.6241440773
Intermediate,Asia,imported,mktexp,14950.142578
pdr,Europe,imported,mktexp,0.64422267675
wht,Europe,imported,mktexp,0.31857430935
gro,Europe,imported,mktexp,0.37323704362
osd,Europe,imported,mktexp,0.17131605744
others,Europe,imported,mktexp,3.1136014462
Intermediate,Europe,imported,mktexp,43012.867188
pdr,N_America,imported,mktexp,0.046366598457
wht,N_America,imported,mktexp,0.45072671771
gro,N_America,imported,mktexp,3.8896462917
osd,N_America,imported,mktexp,7.2678108215
others,N_America,imported,mktexp,374.05133057
Intermediate,N_America,imported,mktexp,69908.3125
wht,Oceania,imported,mktexp,0.01652460359
gro,Oceania,imported,mktexp,6.02098298259079E-0004
others,Oceania,imported,mktexp,0.036499541253
Intermediate,Oceania,imported,mktexp,2.7880692482
pdr,S_America,imported,mktexp,0.11126214266
wht,S_America,imported,mktexp,0.40604129434
gro,S_America,imported,mktexp,0.53151094913
osd,S_America,imported,mktexp,0.078219637275
others,S_America,imported,mktexp,0.18877823651
Intermediate,S_America,imported,mktexp,2468.7719727
pdr,ROW,imported,mktexp,1.93602991203079E-0005
wht,ROW,imported,mktexp,5.64505998045206E-0003
gro,ROW,imported,mktexp,5.90404355898499E-0003
osd,ROW,imported,mktexp,1.39398942701518E-0003
others,ROW,imported,mktexp,0.03610220179
Intermediate,ROW,imported,mktexp,470.85263062
others,Africa,domestic,comtax,1.52587890625000E-0005
Intermediate,Africa,domestic,comtax,1.171875
Intermediate,Asia,domestic,comtax,871.6875
pdr,Europe,domestic,comtax,0.035703659058
wht,Europe,domestic,comtax,0.095136642456
gro,Europe,domestic,comtax,0.02963924408
osd,Europe,domestic,comtax,0.029769897461
others,Europe,domestic,comtax,0.23500061035
Intermediate,Europe,domestic,comtax,2586.375
wht,N_America,domestic,comtax,0.019502639771
gro,N_America,domestic,comtax,0.011405944824
osd,N_America,domestic,comtax,0.040195465088
others,N_America,domestic,comtax,0.35620117188
Intermediate,N_America,domestic,comtax,424
Intermediate,S_America,domestic,comtax,303.578125
pdr,ROW,domestic,comtax,2.72989273071289E-0004
wht,ROW,domestic,comtax,3.19910049438477E-0003
gro,ROW,domestic,comtax,5.80012798309326E-0004
osd,ROW,domestic,comtax,2.75492668151855E-0004
others,ROW,domestic,comtax,4.06742095947266E-0003
Intermediate,ROW,domestic,comtax,1529.9765625
pdr,Africa,imported,comtax,0.012956723571
wht,Africa,imported,comtax,1.96456909179688E-0004
osd,Africa,imported,comtax,2.50339508056641E-0006
others,Africa,imported,comtax,2.91824340820313E-0004
